GeneID,G1R2,G1R3,G1R4,G3R1,G3R2,G1R1,G3R4,logFC,logCPM,PValue,FDR
FBgn0033139,2.057238728,3.24391366,2.393481983,8.630599831,12.46545089,2.859822115,13.18314536,2.511999748,3.156203811,3.78E-09,3.10E-07
FBgn0033203,0.297804301,0.758317479,0.333787775,63.22879538,61.58569254,0.408088957,13.29081573,6.301669637,4.177030838,3.96E-16,9.64E-14
FBgn0033207,0.397072401,0.252772493,0.26703022,1.79872227,6.888260722,0.163235583,7.719081618,3.984317377,1.262691617,1.59E-08,1.21E-06
FBgn0033222,1.290485304,3.159656162,1.168255876,5.689835754,14.9995827,2.326108278,14.18673418,2.461893248,2.706164944,3.20E-07,1.86E-05
FBgn0033275,0.761055436,0.71618873,0.100136332,0.073417236,0.146865751,0.57132454,0.108211425,-2.32374216,-1.348087259,0.00126321,0.025206036
FBgn0033366,89.01682917,87.9171673,127.2003325,256.5265753,223.7293365,131.0849921,105.5144929,1.743942052,7.886897086,0.000498745,0.0116367
FBgn0033367,3.808453757,3.24391366,5.140331731,1.762013653,1.321791756,5.550989227,1.639569006,-1.359380864,1.658554365,0.001105138,0.022373797
FBgn0033403,13.71150562,12.66777774,20.21352006,9.514102844,4.92007608,13.16364386,4.448860227,-1.38087793,3.380490828,0.000319922,0.008022922
FBgn0033437,9.360187713,12.64153153,11.82546666,21.4549757,49.55250428,10.73204581,57.29903142,1.724321653,4.588036303,8.42E-06,0.000342345
FBgn0033448,22.33968705,20.38039732,21.42790341,67.77103898,74.96326419,26.56659925,52.19726674,1.437112433,5.396420519,1.20E-06,6.05E-05
FBgn0033464,12.67933577,15.88255095,44.54337772,12.09305577,7.600306269,14.53112547,6.85577448,-1.465772668,3.906985835,0.000828574,0.017650799
FBgn0033541,1.720646568,2.064308692,1.902590316,4.850463841,13.84210434,1.346693558,17.31382793,2.44600548,2.525758929,1.60E-05,0.00060827
FBgn0033580,17.89158606,69.96279189,610.0772674,1.691136654,1.1753152,7.193751323,1.587403886,-6.936297923,6.474998037,1.25E-10,1.32E-08
FBgn0033591,5.671087302,3.623072399,0.033378777,44.81938686,37.41515148,4.44816963,9.378575955,2.797123799,3.784332772,0.001280547,0.025442163
FBgn0033597,56.2674755,97.53479413,539.2875561,1.212797668,2.49673612,31.84044711,5.559109443,-5.489434312,6.534878539,4.14E-11,4.87E-09
FBgn0033598,0.363983034,0.252772493,0.166893887,1.505053328,5.617614963,0.897795705,11.01498519,4.409779974,2.252126098,3.73E-09,3.08E-07
FBgn0033600,3.507472877,13.871691,2.870574863,19.10349506,29.90146296,10.77354846,3.462859369,2.200136093,4.44327579,0.001881488,0.035070538
FBgn0033603,41.23871528,43.22965729,131.190712,2.569603244,1.03003561,16.92590982,3.318483686,-4.918656723,4.912605203,1.36E-14,2.65E-12
FBgn0033658,4.136303203,10.572041,3.972074519,144.2957031,114.3206675,6.910537587,24.20267543,3.927240126,5.697894559,2.34E-14,4.33E-12
FBgn0033702,30.64998225,40.65117143,35.05852106,10.81572509,14.3332895,29.99766388,27.7229626,-1.151092538,4.631734337,0.001960847,0.035874703
FBgn0033708,0.559077941,0.877974079,1.387892905,0.453968134,6.969022198,0.466608913,11.84550426,2.661473248,1.636559159,0.000608376,0.013740979
FBgn0033724,26.0294294,36.97742447,22.08170687,57.40567063,93.31537708,43.62774567,98.16229848,1.251937082,5.767442307,0.00015749,0.004394509
FBgn0033725,12.54085677,22.48002002,9.77996511,29.75339484,162.2653406,52.5591867,174.9744252,2.06950283,5.984595153,0.000445715,0.010710351
FBgn0033728,109.0367432,175.6233791,2786.647265,19.94434266,8.688100496,78.87420932,14.05493267,-5.682821645,8.649380316,5.89E-09,4.78E-07
FBgn0033731,325.6374217,351.7346091,338.9014034,46.17503611,129.4327861,247.7818205,71.77303086,-1.906837297,7.645431065,5.09E-08,3.60E-06
FBgn0033753,16.08129989,23.75522186,22.56148341,40.10930411,82.9578536,24.17278208,76.73488538,1.367914854,5.278891376,0.000371716,0.00917253
FBgn0033760,12.57396599,17.62243878,18.8607216,85.50402514,102.6294928,14.7800026,58.85002577,2.65894478,5.869343067,4.57E-14,8.02E-12
FBgn0033787,35.6580546,49.39656465,42.03522629,69.78268592,133.9478101,66.41314364,141.5029218,1.104093205,6.252676607,0.001195702,0.023997091
FBgn0033835,7.630771959,9.401784405,7.493762519,19.03686892,48.32845168,11.11936304,53.73487173,2.389422246,4.800708967,4.16E-10,4.04E-08
FBgn0033869,14.99471126,20.83763749,86.40430337,2.716437715,2.191336134,9.916561652,2.705285614,-3.856829562,4.149395284,1.37E-10,1.44E-08
FBgn0033872,74.57696802,73.63706757,136.6527894,39.80571393,36.91425188,63.61699565,38.24904244,-1.180977264,5.973900679,0.000177727,0.004870982
FBgn0033874,18.83456683,13.32127889,1.001363324,0.807589591,0.771045191,15.39295222,5.134415672,-2.706179983,2.821307909,0.000517364,0.012018102
FBgn0033887,7.280673223,8.856516222,7.940544131,19.84677115,45.06461738,16.60521311,38.52168004,1.536917828,4.315506724,0.000194961,0.005282591
FBgn0033917,46.67552987,43.66686945,54.76355884,20.41714966,19.98453672,32.71636925,17.53025078,-1.180237387,5.005147235,6.97E-05,0.002211291
FBgn0033926,79.11667594,106.3447581,61.08349656,207.1474642,225.2645242,166.296658,592.7136498,1.64952538,7.738574818,6.55E-05,0.002092073
FBgn0033942,84.16909135,117.9516497,57.25661973,525.5315845,429.5419326,83.10037855,104.4525204,2.570600297,8.21525637,3.82E-07,2.18E-05
FBgn0033945,6.684052087,8.467878514,6.241831388,12.5207956,16.77478574,6.937797929,24.46263534,1.267723849,3.601791281,0.000217216,0.005826596
FBgn0033949,3.342026043,3.24391366,2.102862981,10.97587671,14.59874935,5.917657155,12.40824335,2.25551352,3.407461681,6.07E-07,3.29E-05
FBgn0033968,23.93405848,19.84960037,15.96266599,31.02028706,73.59648378,22.89462298,144.5760902,1.748496821,5.495715934,0.000125248,0.003633779
FBgn0034010,0.794562721,1.263862465,0.701165281,5.362846032,5.411480437,2.377288755,5.585294444,1.843068088,1.591862466,0.000448718,0.010736483
FBgn0034030,391.5497859,200.2893402,69.57272104,41.01600697,45.68552906,311.9680921,89.24376536,-2.071015603,7.235556914,5.26E-06,0.000226107
FBgn0034045,6.353158419,6.82485731,6.241849412,13.65877009,21.02290328,5.672440581,27.26477739,1.549587681,3.631898472,1.71E-05,0.000638882
FBgn0034094,18.45086253,26.27869178,22.06877927,45.68571024,49.34285342,27.89557359,45.33084786,0.962190016,5.127856411,0.000880922,0.01865133
FBgn0034095,2.554250944,2.329365929,2.876035631,5.418485651,7.838225113,4.009114883,9.400578945,1.339450697,2.39754574,0.000804754,0.017322138
FBgn0034145,87.02331064,74.48584811,73.94287753,178.6224234,147.4642176,62.49169443,220.3372531,1.05813934,6.843886268,0.002138222,0.038360762
FBgn0034157,172.9326413,230.3963136,888.4839759,16.26496449,32.99427208,121.9449789,23.56235236,-3.872383176,7.561269186,6.22E-12,8.37E-10
FBgn0034225,9.594271821,12.87000838,16.01532769,24.95818922,50.39173556,10.00206853,33.46678534,1.564491763,4.588920508,2.71E-06,0.000125611
FBgn0034247,0.661787335,0.421287488,1.001363324,20.40323709,22.95159205,0.448897853,4.905728862,4.762402109,3.187387289,1.22E-17,3.38E-15
FBgn0034267,18.19927746,16.99813707,77.25461302,9.39741716,9.913577693,10.41786629,9.175078239,-1.609892642,4.355935693,0.001499028,0.029156412
FBgn0034289,1.257395937,0.463416237,0.26703022,1.358218857,2.272479462,0.163235583,0.541057123,3.233443082,1.530993222,0.000510091,0.011869023
FBgn0034291,0.264714934,0.252772493,0.100136332,2.242771736,8.224592187,0.122426687,15.56541987,5.527718799,2.180363025,7.00E-16,1.62E-13
FBgn0034296,0.066178734,0.168514995,1.435287431,0.881006826,5.147277397,0.040808896,19.31599178,4.415595877,2.303831229,1.39E-05,0.000540977
FBgn0034301,1.026501645,0.717338845,0.768237264,50.28618105,50.32843275,1.509936894,52.20230939,5.264284591,4.320153986,1.94E-13,3.03E-11
FBgn0034382,4.369980311,5.055534117,8.715265556,0.738118532,0.881194504,2.570960428,2.525059486,-1.831268423,1.763585539,0.000586812,0.013318991
FBgn0034383,68.33946918,63.81662872,88.13933222,6.764150161,5.457127414,45.91082383,27.63983098,-2.279783428,5.32933088,7.72E-07,4.04E-05
FBgn0034394,3.937634645,4.003233803,4.239104739,10.58142059,14.38661646,4.44816963,5.446651803,1.74135385,3.186550179,8.79E-05,0.002687075
FBgn0034443,84.34347231,129.1275642,78.74654424,193.8057171,437.1532502,111.2368879,487.3085082,1.743629778,7.777309448,1.74E-06,8.48E-05
FBgn0034470,1.786825805,2.780497423,2.369892533,14.94061557,38.84414422,1.713974435,54.56336364,3.840528494,4.059172998,3.87E-16,9.58E-14
FBgn0034484,7.479884447,6.40462304,9.37943647,1.615179182,2.900598576,4.7338319,2.092087541,-1.60374103,2.241748543,0.00012103,0.003541007
FBgn0034497,55.44221015,49.17225434,149.8868595,18.24899186,15.79093869,33.43101463,16.72688916,-2.233030189,5.450576782,2.52E-07,1.52E-05
FBgn0034499,123.3684097,204.7870055,378.8357728,45.54401497,33.44647173,85.41342676,32.33104872,-2.426628382,6.877174243,9.26E-09,7.42E-07
FBgn0034507,0.165532535,0.71618873,0.40054533,11.82072555,4.920002647,0.163235583,4.420148129,5.710405486,3.287665961,1.77E-11,2.18E-09
FBgn0034539,12.80558494,12.89139714,35.15152435,5.07034112,3.451345141,8.937270582,6.276262624,-1.88795977,3.480555466,2.46E-05,0.000885111
FBgn0034565,0.374247356,0.512116649,0.469949822,5.997956879,4.612344601,0.464303211,0.840183078,2.906592615,1.014410026,2.19E-06,0.00010407
FBgn0034647,1.191309854,2.10643702,1.668937539,2.129099463,15.72075962,2.612811175,5.482712178,1.96401191,2.237818404,0.000469204,0.011047408
FBgn0034661,76.45562906,65.45754349,53.49616666,222.9031701,227.6984569,88.12109699,150.7374323,1.329767844,6.961169588,5.76E-05,0.001880814
FBgn0034709,26.76761016,31.43470297,20.0923551,41.17880969,87.16225287,22.78262705,80.09571581,1.659074932,5.717253295,1.10E-06,5.62E-05
FBgn0034730,0.727966069,0.71618873,0.901226992,0.146834471,0.183582188,0.326471165,0.108211425,-2.033251066,-1.023617634,0.000558866,0.012768284
FBgn0034758,36.82355806,46.59686916,38.54872286,56.30391653,87.34041572,41.52403486,79.20933078,0.845723389,5.838842859,0.002958098,0.0493657
FBgn0034804,16.10182192,24.90122072,11.53743785,29.47470375,44.10060528,22.29462611,28.94123207,1.031257938,4.834743664,0.002362404,0.041418221
FBgn0034856,122.1990315,113.1607684,115.3894324,18.88618005,23.13601872,86.73930778,25.20860883,-2.241342705,6.051541402,2.23E-14,4.17E-12
FBgn0034887,31.68905785,14.84275866,18.5595015,61.84447669,69.97565557,23.95482177,48.76944623,1.184949726,5.190668545,0.001834459,0.034239937
FBgn0034894,62.88035236,101.1187711,61.44762565,117.7576116,199.1675818,95.59316498,186.5327976,1.004056833,6.915046139,0.001703296,0.032188416
FBgn0034903,266.7000976,224.3035348,167.6902716,68.38888908,84.28936786,194.3405066,126.4246178,-1.300365226,7.228783282,5.30E-05,0.001755483
FBgn0034990,0.629404427,0.971942253,1.069761236,32.7505808,32.77848958,0.45033759,44.0336093,5.485457568,4.176541237,1.10E-41,1.02E-38
FBgn0035094,69.04407085,79.33356111,72.72305011,121.870559,153.1093956,66.11997662,121.4503926,0.86592055,6.664053755,0.002010937,0.036454479
FBgn0035171,7.36338341,6.455068004,14.80094501,4.368325514,3.270126133,7.590446436,3.534906536,-1.215863778,2.712428653,0.002702371,0.045907873
FBgn0035241,20.94010942,11.24838858,6.742509712,2.753146332,3.747316345,10.56955295,5.050530176,-1.36429135,3.115734662,0.002204207,0.039340978
FBgn0035280,31.9247865,33.87907195,85.3488998,9.911334505,4.773150115,23.22679107,3.426694029,-2.584419072,4.67325533,5.77E-08,4.02E-06
FBgn0035281,784.0108529,497.1794803,1104.904292,14.96294652,7.159723703,362.4148246,44.86258096,-5.128644707,8.465429154,3.02E-18,9.31E-16
FBgn0035358,3.279053669,4.470955598,2.570199244,3.454321311,10.55318538,2.206165629,14.08148054,1.697380459,2.74819388,0.000309264,0.00779796
FBgn0035359,4.833113648,5.813758912,6.333005518,6.203741719,33.82683567,3.387139158,45.82306917,2.317182646,3.937545239,3.91E-06,0.000175579
FBgn0035409,1.659613735,11.41267806,1.309736498,17.37418879,40.49162179,3.333719498,40.88335831,2.78128169,4.12829473,2.12E-06,0.00010134
FBgn0035410,66.04670696,52.72497173,52.16969404,15.63787117,17.44405297,34.38304535,16.31298046,-1.683424571,5.076109478,5.13E-08,3.61E-06
FBgn0035412,0.191527542,0.084257498,0.033378777,0.183543089,1.136303985,0.163235583,1.046043771,2.427361752,-1.113730222,0.001896444,0.03525454
FBgn0035428,3.575074453,5.39247985,3.938795878,19.90756063,36.79317502,7.835716061,43.07139332,2.367126982,4.00369873,1.10E-06,5.62E-05
FBgn0035478,1.125796217,2.14856619,1.072613663,656.6878049,569.8721574,1.959659494,661.2872296,8.85734152,8.512974921,2.80E-77,9.71E-74
FBgn0035484,18.74605373,17.87113321,16.05316921,32.43671478,43.22389018,16.75411661,36.61689566,1.093372808,4.769312964,0.000133151,0.003807301
FBgn0035490,33.01015082,25.40742713,29.67336601,9.481395465,6.477844381,29.64868294,14.0419473,-1.802469283,4.248720674,2.48E-06,0.000115608
FBgn0035510,218.2161015,371.0422147,2446.664389,1.83607696,1.799105446,97.88217675,4.513137814,-8.173286489,8.619027051,4.79E-18,1.44E-15
FBgn0035511,0.198536201,0.168514995,0.233651442,59.73850329,47.54117782,0.122426687,2.633144664,7.579764782,4.172586627,3.82E-21,1.51E-18
FBgn0035512,147.0719776,284.1744198,1942.000639,73.12099698,76.56185015,91.09035224,79.31680997,-2.972882317,8.440323714,3.41E-05,0.001185333
FBgn0035513,4.137262795,24.32025264,5.875465926,196.7989378,181.3637812,5.47696189,55.03669124,4.004988361,6.407749139,6.87E-12,9.16E-10
FBgn0035544,28.9977673,35.25738138,415.8428234,2.092391213,1.799241297,20.99070844,11.34423648,-4.935447503,6.017398346,3.31E-07,1.92E-05
FBgn0035554,0.330893668,0.421287488,25.23752675,0.477212031,0.183582188,0.081617791,0.252493324,-4.741139559,1.797961645,0.000460393,0.010923319
FBgn0035557,3.706009078,4.255300218,4.406015316,21.43929745,29.82997605,3.59118282,16.88214009,2.540945606,3.775031031,6.89E-14,1.12E-11
FBgn0035587,2.807368055,2.614634011,2.891663574,16.75524845,10.30462942,3.37241286,13.32544916,2.206649417,3.050423207,1.60E-09,1.41E-07
FBgn0035600,228.6227073,207.7238006,369.3875761,102.9758221,121.4028644,180.8029962,111.1558574,-1.210354752,7.465070061,0.000145093,0.004098071
FBgn0035612,31.70560783,72.92501167,92.77232322,252.9972106,275.8062978,46.17163429,58.83633702,2.281564459,7.480251678,1.90E-05,0.00069838
FBgn0035665,0.0992681,0.210643744,0.100136332,0.477212031,3.3416915,0.57132454,5.159845357,5.449417211,2.480762893,1.91E-07,1.19E-05
FBgn0035673,2.56674218,1.481828185,3.137605083,24.97063344,32.1682991,1.836400306,14.86662656,3.620313138,3.920600252,1.83E-18,5.75E-16
FBgn0035679,27.12778791,33.14348715,26.34743786,46.76200691,72.20250751,33.69529303,60.92591766,0.953330383,5.466948795,0.00109646,0.022256648
FBgn0035685,15.88574173,9.268324742,5.507498283,0.183543089,0.036716438,12.47846251,1.11818472,-4.391053461,2.516872232,4.48E-10,4.32E-08
FBgn0035696,28.39339001,31.36493776,35.98499242,76.27243182,75.3832525,34.09677095,95.24228533,1.196913903,5.741821004,5.65E-05,0.001862306
FBgn0035735,0.330893668,0.042128749,1.468666209,5.286040958,5.360746765,0.734560122,0.288563799,3.867367212,2.359296681,0.000131931,0.003788033
FBgn0035737,1.720832372,9.264111867,1.034802183,154.1321443,160.3069042,0.897795705,22.49416132,6.119773942,6.832142556,5.70E-11,6.32E-09
FBgn0035751,0.165498122,0.379158739,0.333787775,0.770880973,4.432591937,0.163235583,11.83111575,4.059200246,1.270647541,3.94E-06,0.000176175
FBgn0035791,42.56116491,42.23278156,30.30899473,170.0788377,213.8414897,43.13370502,96.87377454,1.839193528,6.501877484,1.51E-07,9.56E-06
FBgn0035815,1.952272639,2.991141588,2.403271644,12.88552508,8.297914913,3.223902759,4.436825313,1.993379384,2.733973963,1.46E-05,0.000560865
FBgn0035816,13.10338924,14.28496054,17.49672123,6.132387927,4.737228221,12.12024202,5.629914703,-1.360141466,3.318590665,5.60E-05,0.001849045
FBgn0035845,16.49486403,18.35418646,38.05434406,5.543010571,3.524778728,8.504435111,2.597074189,-2.490269515,3.593131704,7.41E-08,5.06E-06
FBgn0035865,2.415523774,3.496686153,10.21391592,27.53190383,27.35246099,4.040080673,18.4235938,1.895803411,3.584026124,0.002565126,0.044135442
FBgn0035877,23.99525065,26.05781075,20.56660077,38.25184806,45.1296422,25.58460663,37.34304121,0.893044829,5.105620231,0.002494424,0.043186853
FBgn0036022,0.264714934,0.294901242,0.100136332,3.230358363,29.52174156,0.163235583,70.44996584,6.990576545,3.755778241,2.05E-13,3.16E-11
FBgn0036023,0.628697969,1.685149953,0.702863593,83.65086399,234.7403024,0.979621622,480.913213,7.730636276,6.7369905,3.82E-26,1.96E-23
FBgn0036024,0.496340501,0.631931232,1.268393544,2.349351537,11.16220093,0.856986809,33.32020936,4.617757211,3.396269371,2.75E-11,3.28E-09
FBgn0036106,58.23179929,90.13779892,27.90467132,165.4936303,227.8227016,95.72124778,281.0629796,2.340541617,7.688338848,1.14E-06,5.79E-05
FBgn0036112,0.132357467,0.252772493,0.367166552,39.05136175,24.36612953,0.122426687,0.504986648,6.92066076,3.780762637,4.50E-13,6.64E-11
FBgn0036282,15.75053858,12.98694514,16.36050764,8.553107939,6.976123157,10.85516625,5.37500574,-1.11524581,3.36453796,0.001453934,0.028319035
FBgn0036289,47.62320933,37.92594271,90.94815635,225.0216244,193.3351757,56.22119132,92.6805602,1.441291848,6.757231415,0.000101475,0.003036977
FBgn0036351,10.31660277,15.27912824,1.677590653,130.8746653,325.1805989,63.11177336,367.0242957,3.33716283,6.972079502,1.26E-05,0.000493515
FBgn0036363,1.191217204,1.263862465,1.568802541,3.161019455,14.52340722,2.489342637,9.470050679,2.411087765,2.3846967,2.35E-06,0.000110299
FBgn0036377,15.40452307,15.78404129,15.72140419,5.689835754,6.021495778,9.888321896,4.589462938,-1.51513787,3.271824953,2.51E-05,0.000896689
FBgn0036380,9.39744634,9.563225984,32.59985032,1.651887799,5.691047839,9.916561652,5.158077904,-2.003702128,3.27541394,0.000101596,0.003036977
FBgn0036416,1.853024392,1.474506209,2.069484203,2.166469203,1045.827339,2.129840751,1812.649573,8.567600758,8.487473559,2.54E-08,1.89E-06
FBgn0036417,0.89508193,0.758759831,1.135038652,1.137967151,818.9388466,1.061031288,1293.381001,9.09425015,8.049423009,1.56E-08,1.20E-06
FBgn0036419,7.114213855,10.54293004,6.942785715,16.18761943,28.09696019,5.898925871,26.35633527,1.636272602,3.975930621,1.05E-06,5.41E-05
FBgn0036529,7.35014104,11.30794599,7.396069513,22.14410658,31.30362699,9.45656378,20.63263625,1.414260226,4.029954164,1.10E-05,0.000434252
FBgn0036585,51.75474766,55.81680061,318.0960777,5.739245553,11.20152424,38.87704337,2.534686696,-3.51584846,5.982631028,6.54E-07,3.50E-05
FBgn0036590,135.783871,272.4900113,1446.23567,23.85204844,10.53761761,80.84283044,10.89660189,-4.8304327,7.968737915,2.67E-10,2.66E-08
FBgn0036591,502.5910829,347.698675,70.72962947,7.504269312,3.818509517,365.3636754,4.436668407,-6.167608278,7.349649719,1.40E-24,6.96E-22
FBgn0036592,0.562519235,0.421287488,0.26703022,56.19098247,40.14685444,0.612133435,3.029919888,6.459112316,4.389057015,6.54E-18,1.93E-15
FBgn0036594,0.694876702,1.980051195,1.134878434,20.67943273,14.7232915,0.612133435,0.685339022,4.186073208,3.419826929,2.54E-07,1.53E-05
FBgn0036596,4.24566356,3.333487805,1.869308337,31.13786477,22.74032567,2.737032229,5.663136693,2.535666172,3.384231637,4.68E-07,2.64E-05
FBgn0036597,92.48709637,305.8273328,1421.311737,4.960765896,3.414628703,47.88923909,4.184175083,-6.688055293,7.881379479,3.99E-14,7.10E-12
FBgn0036602,387.1455912,227.2058192,324.0762194,10.48332048,8.765168299,204.2803538,13.31000522,-4.891166967,7.206820029,5.02E-35,3.48E-32
FBgn0036603,13.23574671,25.27421603,191.5210832,2.239563403,0.881693848,13.11499966,16.22150574,-3.555009292,5.047432677,0.000175284,0.004813541
FBgn0036605,2.194526511,4.577920491,6.708967378,18.90383689,10.71954756,2.145409345,2.268497413,3.117652589,4.247186927,9.52E-05,0.002875556
FBgn0036606,0.254087622,1.193713885,0.96816813,4.767274772,2.555478748,0.38474178,0.65321105,4.240523911,2.818980739,1.93E-05,0.000706264
FBgn0036612,116.2219337,173.7072793,49.85220552,1060.754391,622.6768936,205.160969,225.0900071,2.05245304,8.454269474,3.36E-05,0.00117023
FBgn0036618,3.838498902,6.142834995,1.568802541,7.488558024,51.13094393,5.631627605,1.875664692,3.762791485,4.971458595,4.00E-05,0.001362783
FBgn0036619,49.97784867,136.9605624,561.5411871,2.275934301,2.129553385,45.30358746,17.84799559,-4.905239298,6.681180865,1.32E-08,1.02E-06
FBgn0036679,15.71152622,14.4451054,25.96615209,8.076446538,2.20298626,10.35489,5.788481593,-1.802399898,3.429078852,7.09E-05,0.00224027
FBgn0036727,0.529429868,1.137476218,0.700954327,5.299021125,4.40597252,0.897795705,6.204110854,3.329759177,2.195940176,1.52E-09,1.36E-07
FBgn0036786,2.779506808,2.991141167,2.203947271,6.616434683,8.885377916,4.325742943,10.38876567,1.421014533,2.517350067,0.000390555,0.009586228
FBgn0036836,4.337420374,2.655707856,3.738423077,7.268306317,6.242014702,2.407737088,12.98537095,1.293538963,2.524810893,0.002379362,0.041662877
FBgn0036873,0.76829208,1.770730293,0.536543821,1.698309517,0.708954023,0.299897637,1.045077082,3.496137335,2.39348046,0.000707317,0.015644451
FBgn0036879,0.562625121,9.544520819,367.7907353,0.220251707,0.036716438,0.367341683,0.216422849,-9.464711262,5.568311094,1.02E-07,6.77E-06
FBgn0036881,1101.947386,1032.073038,2220.949418,6.278704387,5.587547872,542.8758422,17.72200864,-7.182828986,9.268016901,6.63E-31,4.00E-28
FBgn0036977,0.40087106,0.774800773,0.26703022,11.68112268,9.937439706,0.292547955,11.46496436,4.719308125,2.585022431,4.18E-22,1.76E-19
FBgn0036993,10.40366089,10.12335719,9.465727286,17.17034583,24.44611996,11.35132081,21.53382099,1.048278544,3.993710907,0.000475292,0.01117178
FBgn0036997,13.69899784,8.9734235,6.484595236,3.160178828,3.194330077,10.52881751,5.237793653,-1.411355948,2.786552615,0.000392304,0.009595181
FBgn0037083,1.092389192,2.69882663,0.634196772,8.337554936,11.63963946,1.551485655,16.91706713,3.948774736,3.624757811,2.04E-10,2.07E-08
FBgn0037099,22.83215941,26.21305519,13.65806168,61.19069621,114.4690019,28.64882419,73.04884356,1.636585614,5.5543653,1.44E-05,0.000557961
FBgn0037114,61.83045984,52.5880533,40.37830711,23.45016249,409.7223996,78.82809526,713.9032312,2.441567214,7.554037281,0.000243161,0.006362556
FBgn0037122,0.565037336,0.762829468,0.66875382,0.700818905,0.55316985,0.410043703,0.649268547,2.964784915,1.44564108,0.001992048,0.036206719
FBgn0037174,48.96382502,44.299757,86.48424554,7.451842065,14.10756052,32.69592399,11.25400258,-2.228481173,5.013589574,1.20E-09,1.09E-07
FBgn0037203,7.755121799,8.173196342,16.32674501,26.78654269,49.18045661,7.683629468,64.26985628,2.090142512,4.719466521,6.44E-08,4.44E-06
FBgn0037225,7.445094287,5.154793662,4.205725962,0.513920649,0.403880814,4.856262668,1.803521939,-2.63607543,1.686270136,6.82E-07,3.62E-05
FBgn0037227,25.32332548,20.52192464,3.771801855,3.855322581,2.721407673,21.3208524,9.464604038,-1.769159002,3.528328112,0.000740059,0.016239149
FBgn0037323,280.9833544,317.7244915,74.8706273,85.925664,98.47391908,199.6833664,102.3852277,-1.376898393,7.240850667,0.000798118,0.017213534
FBgn0037387,14.22841447,18.07389888,13.6336885,52.01171368,51.94915139,18.27226221,34.28053525,1.72901737,5.116924975,9.45E-08,6.27E-06
FBgn0037409,20.18924551,35.02975975,27.99140941,61.62459207,142.7795783,47.62234891,99.41419645,1.358527565,5.866876192,0.001250954,0.025033518
FBgn0037410,19.9370946,34.54685896,8.27806165,133.5693752,126.612971,24.82540202,65.90910066,2.342667729,6.056095207,8.30E-09,6.70E-07
FBgn0037413,3.110400476,2.826772062,2.503408311,9.470823383,15.00021055,5.71326172,6.636967373,1.498955048,2.774176903,0.000446393,0.010710351
FBgn0037416,108.3048064,226.7348197,317.2342376,755.4927205,1335.028032,461.2098964,376.2439091,1.431514603,9.00753414,0.001747405,0.032880613
FBgn0037427,26.43913201,31.60308315,25.46329413,67.44690923,108.6226435,42.54841567,108.3589528,1.273779019,5.752974534,0.002790323,0.047133001
FBgn0037547,50.05402039,45.56337933,93.01296752,24.15473406,10.64777794,29.75976475,27.73870015,-1.34368405,5.253088191,0.000625653,0.014039739
FBgn0037615,55.79859918,51.34062104,64.52751882,20.71173632,18.16387873,25.48017667,16.92065975,-1.466051773,5.07220456,1.18E-05,0.000464132
FBgn0037627,0.562519235,0.547673735,0.734333104,0.073417236,0.257015064,0.530515644,0.144281899,-1.703760072,-1.111534115,0.002836918,0.04768774
FBgn0037645,25.51612398,10.62722966,16.15596249,98.99168902,96.18238011,21.84942963,127.7450295,2.177414334,5.680517441,2.53E-05,0.000903535
FBgn0037664,152.3774605,125.587022,76.61127047,398.7073114,340.8288876,137.3334829,376.3520844,1.32754948,7.754126716,0.000581044,0.013209705
FBgn0037684,5.222428578,7.033858039,4.465502973,11.30592389,13.94211258,6.126761936,15.76890424,1.154717548,3.214796627,0.001075645,0.021993675
FBgn0037724,0.363983034,0.547673735,0.166893887,4.737210414,17.44430998,0.244853374,26.81212179,5.338943571,2.803861325,5.97E-15,1.22E-12
FBgn0037750,7.081124488,7.920677759,4.405995289,10.46195129,14.9852229,5.468416507,15.58380139,1.219834569,3.381963653,0.000549553,0.0126243
FBgn0037761,2.680238708,3.370299906,15.39616138,0.33037756,0.293731501,2.57257238,0.865691396,-3.644388676,1.734433494,1.59E-07,1.00E-05
FBgn0037779,26.10489632,31.20998822,26.1798764,56.01441402,63.25140717,30.04995681,48.71065136,1.053054393,5.450031675,0.000218638,0.005842132
FBgn0037832,18.30086843,15.64257295,2.336514423,0.770880973,0.62417944,12.60994877,4.813099882,-2.742382041,2.826562417,8.36E-05,0.002582713
FBgn0037992,116.7222019,260.4496949,92.90310461,460.7524264,901.0468249,335.3480144,588.3431924,1.569246641,8.642042517,0.000209335,0.005637
FBgn0038003,0.0992681,0.168514995,0.367166552,0.587337884,0.367164377,0.163235583,0.108211425,6.077974797,2.819968757,3.05E-05,0.001068951
FBgn0038017,103.9912765,121.4019942,60.97701826,847.9984373,881.2826235,128.0105683,500.3696272,2.564156917,8.484639364,2.85E-09,2.43E-07
FBgn0038073,43.34443523,27.05176681,17.44799823,170.165404,150.3137363,43.92207983,53.00652119,1.593504402,6.049975817,0.001586434,0.030556489
FBgn0038095,11.89916791,9.601858046,10.09731384,56.18364075,75.51506452,11.86494157,66.30979674,2.574100911,5.24315316,9.69E-18,2.74E-15
FBgn0038114,2.146182946,4.063840221,2.570165865,4.44174275,7.159705345,2.122062576,8.460041313,1.350333554,2.295275363,0.001348314,0.026560253
FBgn0038130,49.65721271,59.87422041,146.9534057,18.80219073,22.26936392,39.63817009,16.90709725,-1.792304646,5.578465069,8.25E-06,0.000337444
