"","GeneID","G3R3","G1R2","G1R3","G1R4","G3R1","G3R2","G1R1","G3R4","nc","gname","tt","pval","fdr","log.fc","rowMeans"
"5628","FBgn0034292",89,1,1,2,3,29.0184,1,19,582,"FBgn0034292",36.278117997041,0.0010984999999989,0.0188421955399856,3.36447951716095,18.1273
"7444","FBgn0037227",115,765.301,487.124,113,105.025,74.1196,522.456,262.392,581,"FBgn0037227",36.2892929076771,0.0010984999999989,0.0188421955399856,-1.21038659789123,305.5522
"8164","FBgn0038353",7893.607,2719.981,4512.293,2580.108,4938.069,11565.103,4312.487,5747.882,579,"FBgn0038353",36.3454662127134,0.0010984999999989,0.0188421955399856,0.7410701164737,5533.69125
"9222","FBgn0040211",4.00027,12,10,173.005,1,3,9,1,580,"FBgn0040211",36.3189024737817,0.0010984999999989,0.0188421955399856,-3.07883477371219,26.62565875
"9462","FBgn0041160",1150.19,514.235,465.575,508.376,1069.56,1246.98,471.233,1335.78,583,"FBgn0041160",36.2584270904579,0.0010984999999989,0.0188421955399856,0.898750054034066,845.241125
"132","FBgn0000422",375.4744,349.1388,292.0534,3973.4178,349.7489,296.5807,372.5035,351.3555,585,"FBgn0000422",36.1072785614911,0.00110899999999889,0.0188605442173663,-1.26865006402361,795.034125
"5188","FBgn0033590",5,10,45,535.265,4,47.9948,54,34,587,"FBgn0033590",36.084971502658,0.00110899999999889,0.0188605442173663,-1.93561755516238,91.907475
"5257","FBgn0033708",40.6236,16.896,20.84026,41.5801,12.3668,189.8066,11.434,328.3989,586,"FBgn0033708",36.1071945171995,0.00110899999999889,0.0188605442173663,1.85284303779911,82.7432825
"9280","FBgn0040349",528.013,933.614,667.808,448.542,1958.76,2575.69,1009.72,2283.03,584,"FBgn0040349",36.1708762222922,0.00110599999999889,0.0188605442173663,0.868637170772446,1300.647125
"11772","FBgn0261085",150.744,462.956,377.012,795.152,125.648000036959,129,339.003,198.000000060357,588,"FBgn0261085",36.0606894162764,0.00110899999999889,0.0188605442173663,-1.17207345078504,322.189375012164
"775","FBgn0004516",230.88556,570.2567,401.6292,1510.327,251.0026,201.0004,371.99992,226.0823,589,"FBgn0004516",35.7909249612898,0.00112549999999887,0.0191086587433089,-1.12765268971032,470.39796
"5610","FBgn0034267",284.9996,550.0038,403.4807,2314.483,256.0003,270.0038,255.2842,254.36533,590,"FBgn0034267",35.6692116619512,0.00113249999999887,0.019194915253912,-1.17155921514426,573.57759125
"988","FBgn0010246",1555.967,1086.1208,871.916903594,1044.6028,1638.0341,3293.399,959.837,2526.148,591,"FBgn0010246",35.5599838222286,0.00113699999999886,0.0192385786798775,0.82938187382975,1622.00320044925
"4200","FBgn0031907",9904.886,6261.915,7533.0817,6605.122,8299.8485,19526.6228,6812.174,20261.3785,595,"FBgn0031907",35.225704254377,0.00115049999999885,0.0193361344534565,0.75218240650043,10650.6285625
"6475","FBgn0035696",1228.86,858.082,744.502,1078.08,2077.78,2053.12,835.523,2640.45,593,"FBgn0035696",35.3472771303161,0.00115049999999885,0.0193361344534565,0.820333542989147,1439.549625
"8987","FBgn0039670",16,3,6,6,15,55,5.0039,145,594,"FBgn0039670",35.2977195827874,0.00115049999999885,0.0193361344534565,2.42912515935176,31.3754875
"9955","FBgn0051100",209.0002,206.27000732824,224.149,500.012,385.6563,1034.378,109,1329.115,592,"FBgn0051100",35.4063129285018,0.00114499999999885,0.0193361344534565,1.05796973440922,499.69756341603
"189","FBgn0000592",149,959.14,421.586,266.493,73,207.8609,474.066,247.4492,601,"FBgn0000592",34.8587222192319,0.00116499999999883,0.0193521594681171,-1.10263317257552,349.8243875
"2804","FBgn0029681",2114.65,1368.31,2663.23,1640.1,3570.28,5934.56,1867.28,4643.92,600,"FBgn0029681",34.88175294094,0.00116499999999883,0.0193521594681171,0.742306640528112,2975.29125
"7146","FBgn0036781",620.014,301,245.183,171,1094,1118.43,734.115,708.438,602,"FBgn0036781",34.815067586357,0.00116499999999883,0.0193521594681171,0.864330214960289,624.0225
"8998","FBgn0039684",218.879,51,53,52,42.0295,940.059,82.6046,30,597,"FBgn0039684",35.0128837231681,0.00115949999999884,0.0193521594681171,1.64651485480694,183.6965125
"9435","FBgn0040959",116,3.01965,3,2,3,20,1,30,596,"FBgn0040959",35.1220100928246,0.00115349999999885,0.0193521594681171,2.96887787519807,22.25245625
"10024","FBgn0051259",158.00175,25,14,31.00001,156.18244,127.00009,22.99997,50.06769,598,"FBgn0051259",34.9752223933292,0.00116299999999884,0.0193521594681171,1.67640092196691,73.03149375
"11573","FBgn0259989",163.46194,24.65466,16.1743,23.0085,65.2788,129.92433,8.44941,58.08632,599,"FBgn0259989",34.9300282483582,0.00116299999999884,0.0193521594681171,1.78879642497066,61.1297825
"2319","FBgn0027291",2997.3834,9377.781,5852.879,12642.641,3710.098,4060.176,4678.971,3730.3356,603,"FBgn0027291",34.6449660675715,0.00116999999999883,0.0193708609268316,-0.788665442917502,5881.283125
"7038","FBgn0036617",96095.4,66011.6,57617.1,63218.7,26172.8,26123.9,91562.9,8105.23,604,"FBgn0036617",34.6284608375663,0.00116999999999883,0.0193708609268316,-0.564017920928025,54363.45375
"10038","FBgn0051313",3107.556,2699.242,2348.733,2093.933,911.6958,922.3387,3922.303,422.9992,605,"FBgn0051313",34.4513303308225,0.00118249999999882,0.0195454545451315,-0.715826137861956,2053.6000875
"3461","FBgn0030756",72,28,26,32,88,146,22,238.036,606,"FBgn0030756",34.3504333877243,0.00119149999999881,0.0196617161712927,1.62171310190729,81.5045
"5536","FBgn0034140",2016.2678,215.0047,314.0003,840.1783,495.6824,716.8257,243.0004,788.191,607,"FBgn0034140",34.2888897415811,0.0011964999999988,0.019711696869527,0.930966177192295,703.643825
"23","FBgn0000055",1307.95854,2453.63414,1948.33518,5813.119,768.10737,2028.22124,1732.18596,1060.79709,625,"FBgn0000055",33.4548018528328,0.00123649999999876,0.0197208931416312,-0.81529647546288,2139.044815
"397","FBgn0002629",128,49,47,21,198,226.424,85.0311,237,610,"FBgn0002629",34.0851581871789,0.00121349999999879,0.0197208931416312,1.34134375754986,123.9318875
"2001","FBgn0024989",12790.28,8120.527,8741.157,7176.8699,23762.837,19627.887,7182.4932,9048.8991,609,"FBgn0024989",34.0992332988378,0.00121349999999879,0.0197208931416312,0.72356855263901,12056.368775
"2647","FBgn0028864",1364.05,728.381,567.854,631.898,1342.39,1682.36,784.009,1772.37,618,"FBgn0028864",33.7472419897251,0.00122349999999878,0.0197208931416312,0.822498794868709,1109.164
"3428","FBgn0030707",3,36,32,122.0003,3,6,30,10,621,"FBgn0030707",33.6697910983776,0.00123149999999877,0.0197208931416312,-2.28648574821583,30.2500375
"3496","FBgn0030805",809.712,868.268,599,708.353,1700.743,2157.211,890.115,2350.141,623,"FBgn0030805",33.4691844456915,0.00123649999999876,0.0197208931416312,0.828381347723594,1260.442875
"3509","FBgn0030828",147.0369,17.00000751153,49,11,9,223,7,86,624,"FBgn0030828",33.467421346495,0.00123649999999876,0.0197208931416312,1.692925576845,68.6296134389412
"4687","FBgn0032713",1240.7055,844.5564,834.1178,917.709,1159.5279,2172.0154,810.4298,3325.874,608,"FBgn0032713",34.1391520486327,0.00121349999999879,0.0197208931416312,0.842447198689964,1413.116975
"5364","FBgn0033872",937.78925,2253.80463,1747.9054,4094.00223,1084.36973,1005.38762,1558.9002,1060.39753,611,"FBgn0033872",34.0458636407286,0.00121349999999879,0.0197208931416312,-0.847792612380007,1717.81957375
"8073","FBgn0038207",40,14.0073,39.0062,17,55.0647,158,22,242.479,626,"FBgn0038207",33.4509126944543,0.00123649999999876,0.0197208931416312,1.64921417631996,73.44465
"8755","FBgn0039272",383.07,163.2369,225,197.3128,473.783,944.8059,314.579,702.26,613,"FBgn0039272",33.9157300434474,0.00122099999999878,0.0197208931416312,1.00416121800003,425.50595
"8781","FBgn0039312",3,7,9,15,18,72,5,243.153,616,"FBgn0039312",33.7859401090759,0.00122349999999878,0.0197208931416312,2.23766067075122,46.519125
"9059","FBgn0039771",19,3,3,3,69,87,3,2,615,"FBgn0039771",33.8090749724728,0.00122349999999878,0.0197208931416312,2.67685948208491,23.625
"9674","FBgn0046689",411.003,76.0182,67.0089,74.0749,223.067,388.296,67,66.2392,620,"FBgn0046689",33.6891793504591,0.00123149999999877,0.0197208931416312,1.35505511447307,171.5884
"9965","FBgn0051116",683.39584188,537.15041,421.1792641,640.0371,1309.5282,1416.81293,458.0033,1513.1955,612,"FBgn0051116",33.9636802217179,0.00121849999999878,0.0197208931416312,0.875147747598422,872.4128182475
"10194","FBgn0051780",1364.05,728.381,567.854,631.898,1342.39,1682.41,784.009,1772.37,617,"FBgn0051780",33.7478875775933,0.00122349999999878,0.0197208931416312,0.822507042835908,1109.17025
"10451","FBgn0052499",6021.81,5779.55,4304.83,1616.69,9879.25,9969.53,3484.31,4689.44,619,"FBgn0052499",33.7081689199554,0.00123149999999877,0.0197208931416312,0.702604919052826,5718.17625
"11320","FBgn0086900",3.38135,0.0250892,0.0655057,190.858,0.030622,0.426348,0.00522199,0.0145826,622,"FBgn0086900",33.6496831713181,0.00123149999999877,0.0197208931416312,-3.8363708111884,24.35083993625
"12109","FBgn0262559",3110.43,9236.1,5714.38,12390.5,3860.3,4112.67,4844.65,3482.61,627,"FBgn0262559",33.4461960516607,0.00123649999999876,0.0197208931416312,-0.773423131265341,5843.955
"12477","FBgn0264489",3333.1754573958,13400.30213,8635.84504,18529.38179827,6416.073975,5614.42251,5388.15181,5323.5225463,614,"FBgn0264489",33.8135517768695,0.00122349999999878,0.0197208931416312,-0.781515118949775,8330.10940837072
"21","FBgn0000053",2701.0733,1222.7741,1260.428,1415.218,1415.2391,2555.4338,1091.0063,4289.371,629,"FBgn0000053",33.2413647966858,0.00125049999999875,0.0197578124996913,0.793165552115192,1993.81795
"454","FBgn0002936",11.2429,46.343,27.1058,351.902,24.7444,5.1675,29.116,20.5747,632,"FBgn0002936",33.0073925939747,0.00125299999999875,0.0197578124996913,-1.98582807907177,64.5245375
"3457","FBgn0030748",561.15909,194.9906,188.41095,186.1355,468.4522,666.4577,184.2728,424.7991,639,"FBgn0030748",32.7756982349703,0.00126449999999874,0.0197578124996913,1.0360852124906,359.3347425
"5102","FBgn0033443",434.2222,565.9381,526.1153,875.258,640.2375,3537.276,487.439,1733.944,630,"FBgn0033443",33.2028015309517,0.00125049999999875,0.0197578124996913,0.961378539559496,1100.0537625
"5311","FBgn0033787",1710.9593,1077.6288,1172.5144,1259.3399,1900.9892,3648.1701,1627.4183,3922.957,631,"FBgn0033787",33.1105564137944,0.00125049999999875,0.0197578124996913,0.76893148048999,2039.997125
"7384","FBgn0037127",6296.955,5409.008,3867.888,4039.554,1357.07,2521.893,6133.721,374.4933,638,"FBgn0037127",32.8760226211278,0.00126099999999874,0.0197578124996913,-0.589621111536078,3750.0727875
"8634","FBgn0039099",95,66,63,55,119,312,101.061,574,637,"FBgn0039099",32.8977777195205,0.00126099999999874,0.0197578124996913,1.34175119413952,173.132625
"10064","FBgn0051380",19,224.08,133,176,25,38,104,62,634,"FBgn0051380",32.9376550423688,0.00125899999999874,0.0197578124996913,-1.46364323727225,97.635
"11147","FBgn0085384",256.735600096311,1449.863,1338.1235,1426.6244,323.608106205,375.8266654,217.263,735.0599,633,"FBgn0085384",32.9493725635761,0.00125549999999874,0.0197578124996913,-0.945832431862368,765.388021462664
"11333","FBgn0087005",35.0823,186.74,144.439,659.076,93.5862,74.9943,123.922,71.3208,636,"FBgn0087005",32.9077853446187,0.00126099999999874,0.0197578124996913,-1.39125885925053,173.645075
"11810","FBgn0261341",22716.219,27934.35,24411.66,17642.262,55886.93,78083.666,24818.43,38796.81,635,"FBgn0261341",32.9135835492106,0.00125899999999874,0.0197578124996913,0.717771389260758,36286.290875
"12085","FBgn0262483",11.5521,131.98,133.9601,562.67837,33.55687,120.964,7.92811,11.9423059,628,"FBgn0262483",33.3426207683251,0.00124399999999876,0.0197578124996913,-1.52121900502197,126.8202319875
"12237","FBgn0263006",9805.4199,22533.034,17617.509,66194.8043,13601.3884,13194.5423,13437.3561,14576.6541,640,"FBgn0263006",32.7609389944635,0.00126449999999874,0.0197578124996913,-0.835525483927456,21370.0885125
"4730","FBgn0032783",2441.5878,581.2053,394.8788,718.5375,1176.89269,1583.3286,657.1223,461.87132,641,"FBgn0032783",32.6314790722141,0.00127749999999872,0.0199297971915768,0.894481919164223,1001.92803875
"2193","FBgn0026315",14,52,50,145.005,6,5,31,12,645,"FBgn0026315",32.2088673453786,0.00128949999999871,0.0199613003092885,-1.99446029529152,39.375625
"5470","FBgn0034045",279.0002,192,162,187.00054,372.0862,572.5747,139.0001,755.8752,644,"FBgn0034045",32.2531762985367,0.00128949999999871,0.0199613003092885,1.07529634381774,332.4421175
"6585","FBgn0035873",9,116.005,82,42,9,8,76,24,646,"FBgn0035873",32.1969385068145,0.00128949999999871,0.0199613003092885,-1.83375877911987,45.750625
"6975","FBgn0036529",496.502,222.13,268.414,221.58,603.24,852.578,231.728,572.009,643,"FBgn0036529",32.3974565022471,0.00128399999999872,0.0199613003092885,0.974213655006165,433.522625
"6172","FBgn0035193",1103.63,121.493,305.719,264,90.3407,790.608,106.131,386.142,647,"FBgn0035193",32.1647349835524,0.0012949999999987,0.0200154559502316,1.09116373845142,396.0079625
"231","FBgn0001090",212869.446,250067.0047,123370.7959,224269.8438,147579.514,64712.6968,263769.416,36883.3241,654,"FBgn0001090",31.4810556027669,0.00133649999999866,0.0202499999996932,-0.609632509662316,165440.2551625
"1582","FBgn0016715",641.679,306,365,369.045,540.158,1297.69,440,1172.34,656,"FBgn0016715",31.3575675415378,0.00133649999999866,0.0202499999996932,0.895895772032208,641.489
"2900","FBgn0029836",301.82301,2494.2995,873.4264,385.79681,561.3421,385.7287,868.2515,479.04957,649,"FBgn0029836",31.8315071207783,0.00132199999999868,0.0202499999996932,-0.946334383212388,793.71469875
"3311","FBgn0030541",50.0022,151.162,378,698.286,169,92,71.0001,44,659,"FBgn0030541",31.3155209084669,0.00133649999999866,0.0202499999996932,-1.32092845607651,206.6812875
"4910","FBgn0033124",195.132,46,76,53,102,233,54,327,652,"FBgn0033124",31.5517361274411,0.00133299999999867,0.0202499999996932,1.30856592836423,135.7665
"5678","FBgn0034394",611.1578,119,95.0238,127,288.2544,391.8304,109,151.00028,657,"FBgn0034394",31.3569757582172,0.00133649999999866,0.0202499999996932,1.17979545464899,236.533335
"6218","FBgn0035258",60,545.151,483.095,39,77,12.99996,352.2138,313.425,658,"FBgn0035258",31.3427281391138,0.00133649999999866,0.0202499999996932,-1.12304062733168,235.360595
"7382","FBgn0037125",194.088,6,4,4,4,1,1,27,648,"FBgn0037125",31.8655180008659,0.00131949999999868,0.0202499999996932,2.77797698906657,30.136
"7853","FBgn0037850",35,16.0681,16,5,67.4028,67.301,18,162.32,650,"FBgn0037850",31.7970635308573,0.00132199999999868,0.0202499999996932,1.78115901753943,48.3864875
"8984","FBgn0039667",338.0312,1323.105,889.94,1924.621,592.429,585.935,702.433,452.514,653,"FBgn0039667",31.5188446494206,0.00133299999999867,0.0202499999996932,-0.885785952441978,851.126025
"9412","FBgn0040827",879.966,307.099,313.501,549,696.562,1092.5,253.094,752.244,655,"FBgn0040827",31.3802385612612,0.00133649999999866,0.0202499999996932,0.885920177137513,605.49575
"12271","FBgn0263087",45.39404,22.05148,17.56813,22.47153,46.72455,141.307,12.191282,174.5835,651,"FBgn0263087",31.7148241849194,0.00132649999999867,0.0202499999996932,1.72054729213005,60.286439
"7381","FBgn0037124",295,4,3,10,1,2,3,7,661,"FBgn0037124",31.2606209140257,0.00134649999999865,0.0203308270673634,2.77996978874712,40.625
"10544","FBgn0052774",1,96.0161,6,108.024,5,5,1,6,664,"FBgn0052774",31.0230450602768,0.00135199999999865,0.0203308270673634,-2.44949674579543,28.5050125
"11194","FBgn0085447",1660.4646053,4266.511703114,3187.48590839296,6131.5276812928,2383.8962735019,1926.78884627,3111.83670924864,1785.46588786015,663,"FBgn0085447",31.1154870593097,0.00135199999999865,0.0203308270673634,-0.759759102458244,3056.74720187256
"11224","FBgn0085491",1,11,8,146,5,1,15,5,665,"FBgn0085491",30.9830310354792,0.00135199999999865,0.0203308270673634,-2.70713954233828,24
"11242","FBgn0086348",19.2171,10.1058,11.0517,868.071,25.0802,29.1101,17,36.8799,662,"FBgn0086348",31.2218114644797,0.00134899999999865,0.0203308270673634,-2.0810543293158,127.064475
"1176","FBgn0011653",1664.1981,2752.04,1696.9943,2997.275,6603.247,4721.46,2041.705,6878.649,667,"FBgn0011653",30.7577479451201,0.00137699999999862,0.0206278026902746,0.741779687925755,3669.44605
"5981","FBgn0034894",3398.101,1900.319,2400.232,1840.919,3207.901,5424.48,2342.459,5171.343,669,"FBgn0034894",30.7214230320766,0.00137999999999862,0.0206278026902746,0.696263676453003,3210.71925
"9587","FBgn0043471",7,176,100,174,33,42,102.169,46,666,"FBgn0043471",30.7855682264731,0.00137699999999862,0.0206278026902746,-1.44796390839862,85.021125
"11471","FBgn0259236",302.481,170.9042,155.18204,267.6165,317.8074,622.0002,162.5354,872.9466,668,"FBgn0259236",30.7235941541895,0.00137999999999862,0.0206278026902746,1.03511271326194,358.9341675
"4362","FBgn0032167",3031.5178,1732.8858,1766.792,1584.4625,3102.7722,4375.967,1892.743,3668.9753,670,"FBgn0032167",30.6676691848976,0.00138399999999862,0.0206567164176021,0.704524954897407,2644.51445
"7209","FBgn0036870",1768.71,119,73.0022,67,159,49,160.057,18,671,"FBgn0036870",30.6420048515988,0.00139049999999861,0.0207228017880667,1.59109284375429,301.72115
"1935","FBgn0024294",8402.63,8799.2,7978.12,7172.24,15149.9,17636,8581.02,24082,672,"FBgn0024294",30.59442519674,0.0013954999999986,0.02076636904731,0.691230749414146,12225.13875
"2749","FBgn0029170",12401.7,92343.9,53766.1,59290.2,46529.3,30551.3,41241.7,35590.4,674,"FBgn0029170",30.4452829894981,0.00140999999999859,0.0209198813053276,-0.66915351839495,46464.325
"8364","FBgn0038676",1233.98,1004.72,1394.86,3741.87,2442.52,5758.66,2743.97,9738.57,673,"FBgn0038676",30.4695093979005,0.00140799999999859,0.0209198813053276,0.75876121640803,3507.39375
"11494","FBgn0259700",7374.081,4077.8298,3688.263,3985.198,7826.9219,10158.50425,4815.0105,7150.42311,675,"FBgn0259700",30.2843919426612,0.00142799999999857,0.0211555555552421,0.670892990813089,6134.528945
"5541","FBgn0034145",1791.1823,2629.9479,1768.0527,2215.2662,4865.9534,4016.2997,1531.3253,6108.521,676,"FBgn0034145",30.1146984527634,0.00143949999999856,0.0212629246673373,0.730395706478115,3115.8185625
"12558","FBgn0265042",1768.8829,1415.0565,1327.1818,1245.3398,2194.3473,3657.2485,1464.9709,3739.0436,677,"FBgn0265042",30.0957688616529,0.00143949999999856,0.0212629246673373,0.731764964234113,2101.5089125
"252","FBgn0001142",15234.587,11272.633,10723.91,9819.496,17273.412,24436.143,11095.513,26460.084,680,"FBgn0001142",29.9131832505142,0.00145149999999855,0.0213142437588647,0.662526846760789,15789.47225
"7572","FBgn0037430",50.0533,14.0001,48,19672.2,6691.86,7640.5,16.0073,5011.46,678,"FBgn0037430",29.998597104211,0.00144799999999855,0.0213142437588647,-0.00356835689399956,4893.0100875
"11074","FBgn0085261",68.00001,60.2119,69,81,160,314.0539,88,534.756000115979,679,"FBgn0085261",29.9345322828939,0.00145149999999855,0.0213142437588647,1.27294425113825,171.877726264497
"5979","FBgn0034887",530.375,957.681,352.319,556.027,1684.74,1905.84,587,1352.06,682,"FBgn0034887",29.8921766018722,0.00145649999999854,0.0213250366029089,0.823574630471437,990.75525
"11876","FBgn0261560",3643.94,1359.44,2583.79,2057.05,3254.96,6012.72,2574.41,4145.57,683,"FBgn0261560",29.8862497695361,0.00145649999999854,0.0213250366029089,0.66583127533417,3203.985
"754","FBgn0004425",245.8719,67.89659,64.9951,14.7926,105.8522,275.55779,62.9327,129.7662,685,"FBgn0004425",29.6648487021904,0.00146449999999854,0.0213795620434835,1.2829299727614,120.958135
"5117","FBgn0033464",125.1244,383.1846,377.0003,1334.482,329.4337,207.0001,356.0774,190.0661,684,"FBgn0033464",29.7981196124619,0.00146449999999854,0.0213795620434835,-1.06004528431673,412.796075
"11221","FBgn0085487",70.0108,4,5,22.0535,44,53,3,47,686,"FBgn0085487",29.6046916019665,0.00146999999999853,0.0214285714282591,1.85632474947123,31.0080375
"1049","FBgn0010424",1181.28,3457.367,2968.431,10296.36,2684.644,2114.075,2209.363,2461.541,688,"FBgn0010424",29.3951274178024,0.00148699999999851,0.0215245664736774,-0.800915901994333,3421.632625
"1193","FBgn0011706",1511.02,883.97,787.048,1013.61,1667.58,2380.43,1299.56,2728.93,692,"FBgn0011706",29.333785356856,0.00148949999999851,0.0215245664736774,0.72683178858806,1534.0185
"4880","FBgn0033065",3,43,23,153.99956,7,5,15,13,690,"FBgn0033065",29.3716238075187,0.00148949999999851,0.0215245664736774,-2.10466311244398,32.874945
"4920","FBgn0033137",3087.425,1136.478,1258.064,1211.225,2343.644,2796.573,1407.802,2001.718,691,"FBgn0033137",29.3342386935822,0.00148949999999851,0.0215245664736774,0.707718024691756,1905.366125
"5840","FBgn0034647",150.9996,36.0028,49.99999,49.99996,57.99999,428.1668,64.02553,152,689,"FBgn0034647",29.38292386093,0.00148699999999851,0.0215245664736774,1.36776741392457,123.64933375
"7611","FBgn0037487",197,1870.12,1852.83,1728.9,893.7,460.12,898.479,1502.67,687,"FBgn0037487",29.4396031019855,0.00148399999999852,0.0215245664736774,-0.737500540681957,1175.477375
"5396","FBgn0033917",497.306,1410.59,1036.51,1640.67,556.195,544.294,801.697,486,693,"FBgn0033917",29.2457437839872,0.0014979999999985,0.0216161616158497,-0.839120081654958,871.65775
"1497","FBgn0015714",535.0886,572.44,474.851,742.174,748.287,1416.96,469.8047,2622.428,694,"FBgn0015714",29.2229929028716,0.0015029999999985,0.0216570605184199,0.865115273032275,947.7541625
"1339","FBgn0014033",2313.375,1711.902,1451.181,1549.365,2782.813,3300.38,1181.076,3446.97,696,"FBgn0014033",29.1726565921281,0.00150749999999849,0.0216594827583095,0.703898760612428,2217.13275
"11361","FBgn0250814",2310.864,7313.016,4486.353,9893.868,3133.802,2965.175,4033.623,3864.506,695,"FBgn0250814",29.1942083921369,0.00150749999999849,0.0216594827583095,-0.722141094067775,4750.150875
"12556","FBgn0265011",2175.236,3374.53,2367.939,2054.667,7379.86,4999.48,2967.81,7293.21,697,"FBgn0265011",29.1537940596137,0.00151799999999848,0.021779053084336,0.701388560510629,4076.5915
"1393","FBgn0015011",285.4387,146.2017,137.0001,168.2071,207.0814,584,190.3799,745.557,710,"FBgn0015011",28.6394309353859,0.00154699999999845,0.0217887323940593,1.04424427635051,307.9832375
"1833","FBgn0023129",1847.09,1266.08,1138.76,1258.98,1981.25,3045.91,1446.2,3588.72,703,"FBgn0023129",28.8026872811332,0.00153649999999846,0.0217887323940593,0.7152033835317,1946.62375
"3490","FBgn0030798",583.1155,2532.384,1764.389,3132.759,1234.3718,1321.895,1651.947,1112.5549,700,"FBgn0030798",28.9134585955389,0.00153649999999846,0.0217887323940593,-0.75028835634131,1666.677025
"4209","FBgn0031926",540.009,1808.267,1894.014,2478.733,751.273,818.417,1234.466,1329.172,706,"FBgn0031926",28.743175764549,0.00154149999999846,0.0217887323940593,-0.766889901496143,1356.793875
"4425","FBgn0032260",182.582,1254.15,736.62,1160.67,505.991,437.217,405.084,321.667,707,"FBgn0032260",28.6749117357411,0.00154399999999846,0.0217887323940593,-0.881154811055015,625.497625
"7210","FBgn0036872",2274.6343,315.803,304.58473,285.401,356.67325,373.171,212.22439,261.0541,699,"FBgn0036872",28.9158543351148,0.00153649999999846,0.0217887323940593,1.0996224396942,547.94322125
"8227","FBgn0038447",148.801,738.745,883.483,38,89.0096,186.912,1126.35,614.039,709,"FBgn0038447",28.6462999929027,0.00154699999999845,0.0217887323940593,-1.00781798131739,478.16745
"8389","FBgn0038716",24.0000000167887,30,19,49.0584,32,188.1722,22,338,702,"FBgn0038716",28.8104066157979,0.00153649999999846,0.0217887323940593,1.60051814179425,87.7788250020986
"8811","FBgn0039358",2139.607,6515.216249,4288.237,8443.55100001645,3057.759,2890.502,3588.645,2821.53,698,"FBgn0039358",29.0305977298534,0.00152299999999848,0.0217887323940593,-0.723609972372969,4218.13090612706
"9957","FBgn0051103",7,15,17,379,26,5,5,10,705,"FBgn0051103",28.7495218212518,0.00154149999999846,0.0217887323940593,-2.15904763453374,58
"9994","FBgn0051198",20.0004,7,8,42,31,146,5,129.23,704,"FBgn0051198",28.7915899707487,0.00154149999999846,0.0217887323940593,1.68099088060698,48.5288
"11604","FBgn0260388",1199.9197,237.8547,241.2173,261.6828,659.2629,527.964,229.2033,207.9954,701,"FBgn0260388",28.9096449933554,0.00153649999999846,0.0217887323940593,0.989334687413571,445.6375125
"3138","FBgn0030262",199,46.1556,46,42.097,134.99956,237.108,109.99954,245.0004,711,"FBgn0030262",28.5864859879332,0.00155149999999845,0.0218213783400588,1.19094934104076,132.5450125
"11107","FBgn0085313",8,20,26,219,5,9,15,11,712,"FBgn0085313",28.4673716135036,0.00155399999999845,0.0218258426963227,-2.11365505106973,39.125
"4316","FBgn0032088",174.8361,104.163,60.1102,67.97875,214.1253,284.06677,61.9361,274.8904,713,"FBgn0032088",28.4100582637746,0.00156249999999844,0.0218837535010941,1.1889387549337,155.2633275
"4594","FBgn0032535",20,166.053,123,325.114,37.0775,53,86.2154,70.1157,714,"FBgn0032535",28.3388941437545,0.00156249999999844,0.0218837535010941,-1.34112181831142,110.07195
"1625","FBgn0019643",2420.033,1658.119,1896.615,1651.156,2413.811,4353.149,1739.472,4783.875,715,"FBgn0019643",28.3108044736085,0.00157499999999842,0.0219680111262591,0.693747227607303,2614.52875
"4131","FBgn0031800",65.0319,71,38.00002,74.0951,113.001,311.1423,43.0286,334.8557,717,"FBgn0031800",28.1613719454657,0.00157599999999842,0.0219680111262591,1.31731811336207,131.2693275
"6271","FBgn0035358",304.004,99.0969,106.126,77.001,94.1011,287.424,54.0609,390.388,719,"FBgn0035358",28.0748342972292,0.00157949999999842,0.0219680111262591,1.17614616996146,176.5252375
"6886","FBgn0036377",86,465.543,374.662,471,155,164,242.308,127.236,718,"FBgn0036377",28.0784962222211,0.00157949999999842,0.0219680111262591,-1.06349485459384,260.718625
"8260","FBgn0038492",11433.782,11447.77,7103.9094,7841.0169,12693.9,13574.426,11907.985,39920.172,716,"FBgn0038492",28.2625810336942,0.00157499999999842,0.0219680111262591,0.712078013710582,14490.3701625
"4173","FBgn0031869",1157.5823,5508.695,3613.086,4301.017,2558.004,1971.95,2434.5311,2039.357,720,"FBgn0031869",28.0393312979497,0.00158749999999841,0.0220486111108049,-0.707361116929303,2948.0278
"1979","FBgn0024897",192.08,2280.61,2021.31,2050.73,1232.18,754.18,935.58,1380.73,721,"FBgn0024897",27.9704679825277,0.00159249999999841,0.0220567867032956,-0.719427886594121,1355.925
"9710","FBgn0050026",3289.58,471.735,871.451,515.046,975.288,1387.95,740.87,412.471,722,"FBgn0050026",27.9255256548593,0.00159249999999841,0.0220567867032956,0.83791110819504,1083.048875
"966","FBgn0010100",6988.327,21721.243,13504.823,26834.49,9403.537,10435.852,10594.485,8832.017,723,"FBgn0010100",27.8515393771431,0.00160799999999839,0.0222099447510744,-0.692092833500574,13539.34675
"3163","FBgn0030304",400.0168,924.847,720.104,1580.764,495.083,454.064,734.977,310,724,"FBgn0030304",27.8496147543638,0.00160799999999839,0.0222099447510744,-0.862254514515909,702.481975
"1197","FBgn0011722",990.171,920.068,801.242,3336.19,3534.87,3115.13,736.221,3293.47,726,"FBgn0011722",27.8025157335947,0.00162049999999838,0.022320936638811,0.63887497676364,2090.92025
