Name,SRR3390478.quant,SRR3390479.quant,SRR3390480.quant,SRR3390481.quant,SRR3390482.quant,SRR3390483.quant,SRR3390484.quant,SRR3390485.quant
FBtr0070000,23.2833,13.3537,24.3929,8.9296,0.0,8.82866,0.0,29.5346
FBtr0307554,251.559,183.688,153.937,113.671,240.374,172.948,156.177,173.117
FBtr0307555,904.795,892.283,647.628,772.495,1000.35,776.347,726.823,663.441
FBtr0070002,1181.46,2030.02,1137.6,2476.37,1419.14,229.032,757.773,1312.79
FBtr0070003,14.0,13.0,27.0,27.0,24.0001,29.0,26.0,19.0
FBtr0301569,251.052,5002.69,5234.71,99.06,163.555,138.072,1987.44,7222.92
FBtr0343166,279.893,5853.38,9670.22,238.114,504.337,322.162,3841.64,10372.2
FBtr0070029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0301572,63.0,90.0,66.0,84.324,52.027,24.0,33.0,98.0
FBtr0070032,6.0,6.0,1.0,2.0,5.0,6.0,1.0,1.0
FBtr0070035,302.0,487.77,269.094,483.268,290.283,75.0,175.0,285.12
FBtr0070036,59.0,58.0,31.0,99.0,65.0,92.0752,29.0,195.039
FBtr0070045,747.303,913.986,738.467,761.253,878.075,922.419,784.007,888.602
FBtr0070046,905.442,855.923,665.376,719.0,944.655,878.025,664.839,862.369
FBtr0299869,24111.9,26833.0,22114.9,24762.9,27129.8,30500.5,23671.3,25440.6
FBtr0299870,5583.64,5531.62,5243.51,5230.44,4869.13,6119.18,4796.62,5051.26
FBtr0333910,248.761,257.246,232.705,295.981,235.514,337.955,255.079,260.795
FBtr0070063,1020.93,1240.47,996.781,1015.78,1165.33,1168.92,1178.63,1035.67
FBtr0332992,1045.84,1170.93,945.769,1040.52,1177.8,878.574,864.46,1011.22
FBtr0070064,647.264,629.746,727.782,613.337,768.778,763.25,727.262,769.245
FBtr0070065,451.992,464.301,281.389,391.341,455.932,463.38,316.465,248.326
FBtr0070066,2958.17,1170.65,1058.71,966.223,4285.04,4827.35,1106.95,2903.95
FBtr0070067,1937.13,1249.29,1226.99,1533.37,4103.91,2550.72,1225.3,1200.02
FBtr0070068,3408.33,2038.37,3598.02,2510.43,6267.41,5708.2,1983.69,2295.45
FBtr0342962,207.78,103.567,137.357,94.4969,212.767,194.297,93.0932,75.6691
FBtr0344149,4278.87,3558.65,2720.08,2072.35,8893.71,6347.32,2773.46,2573.81
FBtr0070069,1805.68,2942.14,1775.65,3384.27,1919.97,394.073,1046.15,1902.38
FBtr0070070,6.02372,16.0353,12.1225,10.0,8.0,6.02521,15.1348,6.00452
FBtr0070071,75.0181,1961.6,5167.5,2826.07,56.0,51.0,1296.3,3970.2
FBtr0070072,119.32,81.0,73.0,48.0,155.039,85.0,40.0,78.0
FBtr0070073,233.0,212.152,98.01,145.348,258.0,163.0,132.057,181.0
FBtr0070074,2.0,1.0,4.0,1.0,3.0,2.0,4.0,7.0
FBtr0070075,51.0825,29.0,29.0,16.0006,49.0,52.0,33.0,68.0
FBtr0070076,49.6127,36.981,29.2042,41.8394,35.6379,23.4039,28.7519,38.4209
FBtr0112947,180.244,256.058,156.902,168.406,159.136,126.469,124.099,158.324
FBtr0070077,0.0,0.0,0.0,12.7849,0.0174466,11.0026,0.0,20.0756
FBtr0336919,132.258,157.918,125.188,107.666,140.991,139.318,83.9582,134.75
FBtr0300328,17.0564,11.9639,9.19645,16.3167,16.942,5.57533,7.72983,11.4188
FBtr0070078,155.178,128.701,113.148,147.335,105.852,98.5103,88.7409,131.739
FBtr0336920,66.7611,54.7169,63.3041,78.0235,84.0147,71.2113,41.4531,89.2493
FBtr0336921,12.6582,43.1373,14.7268,18.4284,12.7895,0.231174,12.5895,3.92346
FBtr0343501,5.89368,7.10198,14.8193,0.0,0.0,4.33625,6.79333,0.0
FBtr0070079,470.11,878.204,554.006,821.977,587.654,385.353,450.0,517.01
FBtr0070080,169.878,233.324,170.428,106.237,158.688,246.847,227.043,183.251
FBtr0340145,15.425,20.6755,20.5839,25.7647,15.4663,5.15327,0.0,10.3751
FBtr0070088,702.267,319.402,397.226,320.709,310.988,562.095,456.42,152.062
FBtr0070092,3119.41,3267.47,3001.86,2914.57,3206.54,3121.91,2836.56,2446.74
FBtr0070093,122.177,157.537,162.731,214.886,186.352,359.418,151.032,195.524
FBtr0070094,822.001,1087.1,764.664,771.762,898.831,796.272,667.081,768.371
FBtr0070099,7808.38,12562.0,11363.3,26104.1,7665.67,7075.4,10038.1,7964.01
FBtr0070100,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
FBtr0070101,248.423,847.138,822.008,299.157,113.528,471.522,1005.46,711.795
FBtr0070102,73.1476,278.013,412.26,162.713,70.1652,168.112,227.585,143.564
FBtr0273442,11.137,7.69527,7.13503,0.0,10.669,20.5838,10.5202,10.9067
FBtr0273443,0.0,5.05942,0.0,0.0,0.0,4.18918,0.0,4.54208
FBtr0344150,111.807,626.308,468.722,185.628,49.7213,105.938,259.099,349.195
FBtr0344151,367.937,1134.15,1215.49,331.694,375.792,772.036,1231.09,1042.45
FBtr0070103,20.1933,47.4603,39.3527,52.3887,37.6192,20.3948,36.3787,37.7879
FBtr0300326,132.676,321.515,276.625,310.928,210.818,166.058,279.277,218.182
FBtr0342963,4.16077,11.1062,23.9415,13.4433,11.5733,9.54769,24.4837,11.03
FBtr0070107,117.421,160.117,129.188,149.54,106.525,148.142,117.916,100.84
FBtr0070108,620.467,627.466,582.335,551.742,694.435,578.396,656.848,427.383
FBtr0340207,69.5116,90.572,56.9353,26.4448,18.0523,95.437,55.6759,37.8493
FBtr0070109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0307291,1794.55,2405.92,1593.53,1677.63,1832.97,1781.67,1655.74,1398.82
FBtr0307292,0.0,21.7631,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0307293,1227.33,1857.42,1000.69,1562.01,1280.72,1260.42,1329.99,998.873
FBtr0307294,1579.52,1637.89,1463.98,2138.51,1964.45,1530.91,1574.08,1231.49
FBtr0307295,1002.97,1449.92,1059.97,1305.49,1532.31,1182.09,1127.69,928.265
FBtr0070115,428.692,705.724,575.682,654.097,600.905,658.52,687.559,509.45
FBtr0070116,358.743,452.85,231.086,405.221,269.948,357.548,289.078,343.441
FBtr0070117,0.0,0.0,0.0,14.3277,0.0,0.0,0.0,0.0
FBtr0070118,73.0728,54.1588,150.917,9.20828e-05,179.307,160.574,144.342,65.0832
FBtr0070119,466.041,727.902,512.754,434.642,571.753,393.465,443.42,471.594
FBtr0070120,1592.54,1526.36,1195.49,1227.45,1422.26,1612.62,1420.47,1383.03
FBtr0340081,140.893,50.5973,0.0,57.7696,100.766,0.0,182.273,58.2878
FBtr0340082,444.935,937.865,632.456,690.458,857.846,569.692,479.401,548.165
FBtr0070121,573.837,693.152,557.136,598.821,717.275,635.257,571.196,621.52
FBtr0308651,96.6189,97.2236,72.7975,58.1767,63.7885,100.257,66.0243,62.7881
FBtr0070122,2304.33,2558.88,2048.07,2123.18,2486.71,2600.73,2274.24,2435.46
FBtr0343564,288.482,371.582,200.891,401.085,411.265,411.883,337.623,439.233
FBtr0070134,2930.64,2100.47,2075.0,2169.34,2475.27,3859.84,2741.18,2316.74
FBtr0343759,7.42661,26.2991,29.8674,15.3149,14.6346,35.1159,30.0549,19.9423
FBtr0070135,877.294,1471.47,1071.96,1123.86,1128.74,1831.85,1171.17,1674.41
FBtr0070136,582.704,739.739,715.205,697.301,634.578,960.227,865.831,929.731
FBtr0070137,391.87,321.939,326.075,412.554,418.79,658.591,382.082,570.583
FBtr0070138,615.208,792.091,649.525,622.323,690.961,582.496,876.973,428.309
FBtr0112928,153.762,166.119,82.5723,123.202,121.687,37.3818,84.8981,82.4749
FBtr0345511,73.4355,67.4505,70.3981,67.3717,52.0695,104.122,104.358,58.3324
FBtr0070140,607.758,809.583,594.18,747.195,760.819,643.225,617.938,580.956
FBtr0343325,332.187,369.703,221.516,369.348,232.196,332.42,285.93,248.508
FBtr0070142,3.0,1.0,0.0,1.0,3.0,2.0,2.0,2.0
FBtr0290198,31.0023,2232.61,7080.14,42.0,58.0,56.0483,1417.75,5953.23
FBtr0070145,432.112,664.186,432.357,794.04,451.403,81.0228,258.094,491.119
FBtr0070146,1794.04,2259.87,1690.75,1763.11,1820.17,1653.01,1790.56,1764.55
FBtr0070147,252.149,914.64,600.305,721.978,636.69,599.406,619.436,477.523
FBtr0070148,13171.4,16541.9,12996.0,14143.2,15019.9,17016.9,13890.0,16307.2
FBtr0070149,48.0,35.0,16.0,18.0,17.0,17.0,21.0,20.0047
FBtr0070150,39.0331,68.4717,49.7849,54.6459,127.357,36.6966,46.3786,27.7158
FBtr0070151,4010.6,3830.88,3155.27,3139.93,3912.98,4033.03,3719.0,3142.59
FBtr0308652,1134.85,1514.85,910.001,861.528,1071.37,1049.63,893.351,1020.16
FBtr0070155,6609.93,7105.87,5735.66,5978.98,6386.52,7157.06,6403.26,5551.36
FBtr0070156,1994.71,2010.98,1606.34,2059.76,2360.1,2518.7,2152.09,2169.69
FBtr0070157,188.497,133.751,140.421,116.987,100.478,148.527,150.314,200.652
FBtr0070158,191.925,218.014,156.146,181.033,160.949,196.446,154.135,135.866
FBtr0345321,10028.2,11107.9,9519.1,12610.1,9667.08,12460.7,10062.4,10386.0
FBtr0070159,1433.05,1618.49,1356.65,1607.54,1551.9,1652.68,1639.04,1388.2
FBtr0070160,200.0,333.613,212.007,351.0,177.0,191.0,191.0,200.063
FBtr0070161,478.52,610.1,319.73,448.344,510.962,552.497,571.238,191.941
FBtr0110791,0.0,0.0,0.0,0.0,0.0,19.7768,1.22716e-06,0.0
FBtr0339430,1140.95,1122.01,756.021,898.878,1056.11,978.625,905.471,962.644
FBtr0339431,112.453,266.002,221.853,139.725,217.425,108.812,121.062,281.61
FBtr0339432,780.197,1069.85,1139.33,983.495,1199.94,1087.29,1233.04,1027.18
FBtr0339433,181.372,152.152,300.043,58.8181,236.945,275.881,327.698,210.134
FBtr0339434,252.193,217.423,225.201,125.436,281.892,172.04,205.381,181.066
FBtr0110804,22.0,49.0,22.0,37.0,29.0,0.0,10.0,19.0
FBtr0070163,2.00457,4.0,2.0,3.0,2.0,0.0,1.0,3.0
FBtr0070164,144.335,318.961,145.746,370.813,202.982,31.3656,122.309,265.658
FBtr0310165,111.29,175.734,99.2542,162.701,137.55,16.7156,69.691,158.342
FBtr0070165,348.58,429.843,287.389,364.844,331.938,326.85,323.566,297.352
FBtr0307181,332.577,398.387,263.413,305.976,372.235,300.2,290.193,252.914
FBtr0345512,5.65691,20.3576,5.08158,25.4198,37.6438,32.768,15.2714,35.6703
FBtr0070167,176.919,171.428,117.981,149.769,148.978,182.609,164.533,138.551
FBtr0070168,676.82,941.278,561.673,772.121,884.965,728.478,559.377,641.219
FBtr0070169,332.746,521.397,310.325,390.192,517.766,483.726,428.701,428.172
FBtr0307182,1467.99,2162.32,1747.8,1636.57,3069.47,4090.71,2127.54,4570.24
FBtr0332589,44.5113,2.49591e-08,47.7782,0.0,0.0,3.00995e-06,0.0,56.4682
FBtr0070170,126.226,135.069,88.1649,97.3384,127.346,113.304,100.356,82.9825
FBtr0070171,22.0,54.0,32.0624,56.0,29.0,11.0,15.0,42.0016
FBtr0070172,123.021,214.03,124.125,229.586,129.0,32.6637,63.0,172.0
FBtr0070173,387.852,544.416,348.0,506.417,352.794,298.022,292.593,376.687
FBtr0070179,7743.74,8226.42,7220.2,7699.72,9148.82,11211.4,9115.68,8465.45
FBtr0070180,133.264,225.0,121.0,224.152,143.0,38.0,76.0567,177.0
FBtr0070181,5.0707,10.0225,3.32496,8.43759,4.96623,6.59968,5.03605,8.38449
FBtr0113327,577.085,677.81,686.588,727.204,800.801,886.467,1027.01,595.893
FBtr0331339,5.0707,10.0225,3.32496,8.43759,4.96623,6.59968,5.03605,8.38449
FBtr0331340,2973.75,3383.42,2449.93,2551.08,3286.31,2892.69,3231.98,2009.08
FBtr0070182,403.166,370.665,389.052,363.098,304.789,331.135,331.66,277.741
FBtr0070183,520.256,684.968,444.137,574.01,635.276,449.291,517.946,417.679
FBtr0070184,26.0,41.0,12.0,48.0,19.0,11.3363,20.0,31.0
FBtr0070185,26.9446,10.96,11.8789,13.9666,20.9609,68.8684,11.9054,48.6545
FBtr0342734,10.0765,5.05139,15.1211,5.04371,5.04491,15.1316,10.1058,45.5434
FBtr0070186,528.013,933.614,667.808,448.542,1958.76,2575.69,1009.72,2283.03
FBtr0070187,160.604,239.163,181.838,243.689,241.369,449.396,197.06,176.072
FBtr0070188,331.182,361.294,304.695,279.828,300.997,484.504,279.92,212.498
FBtr0070189,17.8865,24.0,25.0,40.0,22.5968,16.5548,27.0,15.0
FBtr0331301,399.196,661.452,338.894,715.282,441.739,89.1852,238.445,407.78
FBtr0070195,8.21708,26.494,16.4524,41.2134,24.7445,4.9459,16.5723,4.99326
FBtr0310459,6.78292,9.50685,11.5476,6.78664,5.25553,1.0541,11.4277,6.00674
FBtr0336688,16.9057,15.9693,18.2498,26.8829,21.3789,7.4479,23.1715,8.45236
FBtr0070197,551.949,255.156,338.668,288.111,564.481,886.735,172.99,857.63
FBtr0310611,9.0834,9.12023,3.02975,6.06578,24.2721,21.2313,6.08296,9.14547
FBtr0345513,13.7011,1.9631,5.87468,1.95971,23.5229,11.7587,3.92753,9.83537
FBtr0070198,248.027,378.572,253.644,454.573,259.144,52.0273,132.013,276.162
FBtr0342727,20.0817,57.9453,33.799,68.071,45.8328,5.97267,11.9872,28.0512
FBtr0070199,361.671,2870.04,6819.51,294.124,21.4826,535.114,3006.01,4652.42
FBtr0310612,3.67943,182.62,351.113,11.7109,8.55276,57.89,192.204,274.308
FBtr0070200,125.084,156.0,149.0,455.0,46.0,201.0,173.109,78.0
FBtr0070201,633.927,20830.7,10100.7,1429.49,1076.63,761.57,10467.4,6905.43
FBtr0345506,0.0,27.0103,0.0,0.0,0.0,0.0,81.0526,0.0
FBtr0070202,3014.43,1673.87,1212.67,1590.27,59.0,1581.39,6779.68,1289.99
FBtr0070203,5.0,15.0,17.0,0.0,2.0,1.0,3.0,1.0
FBtr0070204,141.0,0.0,97.0,1.0,2.0,24.0,367.0,36.0
FBtr0070205,144.262,60.8214,84.8923,157.802,509.992,776.908,146.031,243.885
FBtr0342728,897.574,590.705,618.451,1401.62,5034.34,4791.84,928.1,2486.47
FBtr0070206,25.3196,29.2304,13.4079,34.8628,11.309,10.7733,15.2435,41.8742
FBtr0342729,110.68,205.84,119.864,211.172,120.691,21.2267,73.8564,122.126
FBtr0070207,253.028,398.0,231.0,447.041,344.193,70.0,159.001,277.0
FBtr0070209,1660.57,2027.18,1654.11,1809.46,1592.05,1858.29,1703.76,1618.03
FBtr0310619,53.038,0.0,43.0571,34.3229,77.1453,133.395,31.8598,30.6519
FBtr0070211,1040.99,803.655,744.644,753.104,963.166,1376.64,702.93,1021.73
FBtr0303284,42.452,44.1659,63.7287,49.2138,59.8136,50.8887,34.952,25.3776
FBtr0070212,373.0,402.004,327.067,282.021,408.692,378.291,310.008,322.115
FBtr0070213,1321.47,20378.7,11977.5,386.627,294.529,585.966,12122.8,10412.9
FBtr0070215,2546.76,3121.09,2221.44,2323.29,2696.52,2599.42,2579.26,2059.43
FBtr0339772,235.354,226.878,69.2044,110.426,186.655,206.241,168.006,126.896
FBtr0339773,0.0186629,1.94685,0.0701995,10.3093,0.000529628,0.0721509,0.789898,42.98
FBtr0339774,463.679,627.338,255.691,654.413,523.596,428.337,542.033,369.718
FBtr0070216,2105.27,2895.73,2077.58,2509.05,2485.21,2246.01,2112.71,2200.61
FBtr0070217,365.878,366.772,244.193,362.982,259.582,321.36,426.571,367.062
FBtr0070218,127.233,0.0,57.6239,65.7933,50.8871,81.1115,32.5485,0.0
FBtr0070219,380.695,575.607,528.992,413.879,597.983,226.331,547.092,325.563
FBtr0070222,13.4256,8.29011,24.215,42.9314,21.4997,29.1759,18.7489,14.916
FBtr0342735,7.75457e-05,0.000160592,0.000331435,0.0723716,2.70491,282.586,0.0,0.301659
FBtr0342736,70.1685,51.6583,6.86227,22.6282,41.3603,26.4873,42.9327,35.971
FBtr0342737,340.129,736.765,479.684,504.485,562.498,432.161,437.611,433.033
FBtr0330317,38.1087,40.0457,16.4413,19.9301,58.1394,45.4428,17.4429,43.5417
FBtr0330318,28.2253,33.5866,19.3127,14.776,9.5248,57.1826,0.0,11.3524
FBtr0330319,97.7907,114.72,69.5038,95.5704,79.0889,119.94,138.562,115.016
FBtr0330320,70.6125,78.3234,50.3335,65.3053,44.3656,103.77,84.9886,44.1397
FBtr0070225,1501.13,1827.72,1567.78,1709.91,1897.28,1752.07,1759.68,1616.55
FBtr0332291,36.2216,21.5651,27.8274,0.0,31.4454,48.1581,61.8699,0.0
FBtr0332292,237.39,357.236,142.01,209.934,156.615,258.937,109.761,116.785
FBtr0070230,663.47,1400.63,902.65,941.594,849.547,803.626,868.375,748.996
FBtr0070231,934.48,1585.23,847.683,1600.5,1165.7,225.995,615.868,1118.5
FBtr0070233,514.007,524.011,424.645,556.464,542.0,601.024,465.676,432.195
FBtr0070234,30.0,40.0,27.0,20.0,25.0,16.0016,26.0,22.0
FBtr0070235,415.375,614.996,415.739,491.466,832.615,873.153,557.999,942.758
FBtr0342738,873.409,1010.73,730.175,872.211,758.495,694.103,758.207,731.872
FBtr0332287,0.0,33.3771,0.0,30.5023,0.0,0.0,0.0,0.0
FBtr0070236,307.112,603.847,359.468,436.226,452.566,327.403,376.727,391.56
FBtr0070237,80.4359,56.0498,80.6123,29.5412,65.979,63.9295,32.4189,52.0708
FBtr0332288,56.2657,88.6552,44.6241,70.7583,33.7145,32.4763,23.9284,9.49839
FBtr0070238,1119.79,3041.6,2723.71,2010.66,2962.45,3997.66,3030.29,3034.34
FBtr0342730,105.94,184.889,25.6403,143.183,168.828,166.708,217.154,94.9854
FBtr0070239,858.113,1265.64,897.219,774.592,1036.94,1147.65,972.84,823.47
FBtr0070241,116.686,140.651,156.865,71.8924,165.925,242.154,110.38,209.315
FBtr0342731,128.877,110.124,69.6094,126.371,127.951,132.291,97.0789,98.2693
FBtr0310282,81.1434,15.9456,0.0,0.0,34.7131,16.8432,0.0,0.0
FBtr0310283,61.7285,2.36635e-06,4.33909e-06,134.114,101.283,0.0013255,80.0561,73.1096
FBtr0303264,586.868,1060.79,954.504,1225.75,1072.27,2321.03,903.687,2063.54
FBtr0302877,67.9088,101.815,56.5891,147.214,79.2001,18.1066,34.2798,86.6797
FBtr0070244,221.12,212.617,207.74,335.297,302.222,387.388,190.009,313.278
FBtr0330391,221.12,212.617,207.74,335.297,302.222,387.388,190.009,313.278
FBtr0345507,0.000217142,0.0,0.000253339,217.496,125.611,0.01303,28.6034,0.0756755
FBtr0070245,363.074,308.0,235.091,216.0,251.128,406.107,263.0,165.0
FBtr0070250,79.0305,93.1589,90.353,90.3438,87.7873,104.896,84.174,84.5864
FBtr0345522,26.0672,25.9425,16.647,16.6562,22.2127,11.1045,14.828,20.4136
FBtr0070251,2.0,1.0,5.0,3.0,0.0,0.0,1.0,1.0
FBtr0070252,909.853,1461.72,798.439,1428.87,1093.67,189.299,557.93,1006.05
FBtr0070253,34.9446,72.7746,49.2329,82.5389,55.3049,55.8645,31.127,56.7677
FBtr0339576,20.749,74.6704,33.732,37.4724,37.3147,27.7111,32.6569,27.0808
FBtr0339577,27.1507,16.2207,19.196,34.7765,9.07677,12.4674,19.6736,29.1823
FBtr0300352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73582
FBtr0345508,14.8972,21.0244,12.5644,27.4637,12.5851,18.8705,23.1393,18.9834
FBtr0070254,33.2264,54.3513,33.3933,49.8954,63.4854,39.3877,30.3087,40.8092
FBtr0070257,4.0,6.0,5.0,10.0,4.0,22.0,4.0,6.0
FBtr0070259,1929.59,2175.91,1669.95,1929.84,2032.05,2330.06,1748.26,2175.92
FBtr0339589,326.423,261.966,307.493,291.07,306.81,379.961,393.778,252.273
FBtr0070260,318.125,212.354,291.112,363.667,349.905,271.53,260.03,316.222
FBtr0339591,107.458,75.1017,71.94,97.6185,80.3032,110.329,108.985,83.7627
FBtr0339590,3271.71,3475.9,2724.02,2959.96,3681.62,3538.57,2939.7,3207.67
FBtr0070269,904.574,987.098,701.021,754.312,910.198,920.502,802.539,880.418
FBtr0070270,810.353,888.488,1033.26,857.954,1013.13,1115.53,1081.63,969.711
FBtr0333115,885.831,1059.97,759.352,823.323,887.916,674.697,633.768,578.308
FBtr0273400,17.7864,26.5188,34.1171,196.065,60.1647,20.6941,14.9782,13.6066
FBtr0308320,75.6232,79.5337,47.9571,67.6463,104.625,76.3829,73.2993,60.0499
FBtr0070272,192.08,2280.61,2021.31,2050.73,1232.18,754.18,935.58,1380.73
FBtr0070277,2098.82,1554.65,2243.6,1623.22,1307.31,1298.64,1862.51,1385.45
FBtr0302174,122.291,149.697,102.46,121.148,145.083,21.3902,107.968,70.0689
FBtr0302175,19.5668,0.0,0.0,19.3693,0.0,27.8063,10.4352,0.0
FBtr0345509,0.00502284,0.0313421,0.000381018,0.0086516,0.0,63.8792,0.0,0.0
FBtr0070278,193.853,358.849,215.927,352.516,226.005,23.9017,99.7635,173.032
FBtr0344154,40.1467,16.1515,16.0734,80.4857,8.05283,16.0983,24.2432,72.968
FBtr0070279,346.634,427.381,269.984,298.044,321.419,278.675,323.357,282.335
FBtr0330407,0.0,10.9793,27.1414,13.3944,0.0,43.5532,26.8533,12.8398
FBtr0333116,30.5099,33.9947,18.6019,15.2572,29.9548,45.9024,42.3175,27.5095
FBtr0070283,195.197,295.005,224.621,278.409,217.163,225.956,203.055,246.441
FBtr0070284,421.618,1038.18,824.56,1031.65,1315.81,1083.53,1039.59,600.227
FBtr0343517,89.0331,79.3561,35.5768,22.9395,20.7222,48.49,84.6261,125.748
FBtr0303587,260.544,543.755,500.778,503.406,670.18,564.318,484.638,404.581
FBtr0070285,56.025,23.1275,16.1063,29.9454,7.45694,20.9023,32.3624,5.79733
FBtr0070289,91.9254,123.156,82.9059,88.4962,148.067,104.203,61.7597,36.5205
FBtr0070290,27662.5,37062.3,28086.7,31553.7,31714.3,37803.4,31807.2,31949.4
FBtr0339593,337.566,292.418,197.823,362.974,148.723,530.607,471.547,641.33
FBtr0339594,103.361,159.813,152.903,124.202,143.902,153.929,138.002,121.681
FBtr0070293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0070294,52.0,44.0,37.0,59.0,34.0,42.0724,52.0,42.0
FBtr0070295,65.1528,70.244,36.8815,116.969,74.8503,82.6988,58.0944,76.5128
FBtr0070296,277.35,342.0,229.53,280.474,248.334,284.542,278.0,262.059
FBtr0070298,882.831,2215.2,1530.24,1539.14,2025.01,2300.14,2085.56,1629.47
FBtr0070301,326.0,528.0,275.0,534.139,399.0,61.0,208.0,359.0
FBtr0070308,467.571,595.526,473.965,558.506,476.698,455.715,433.566,409.129
FBtr0114454,3.40992,17.7071,3.30839,11.5364,6.35395,3.48891,3.50394,13.912
FBtr0070310,405.58,411.096,301.394,287.794,286.169,298.197,261.117,238.82
FBtr0339600,0.0,0.0,0.0,0.0,21.1768,0.0,0.0,0.0
FBtr0070311,1918.18,2356.43,1823.19,1929.41,2158.36,1862.82,1825.2,1931.56
FBtr0070312,660.69,785.047,563.71,529.921,712.663,649.55,557.751,598.771
FBtr0070313,43.4332,67.313,26.7592,36.8633,60.3623,33.5149,43.7893,54.1193
FBtr0331384,406.323,613.572,469.717,628.06,440.598,427.631,407.3,392.714
FBtr0070314,345.314,757.529,516.864,737.02,378.401,312.032,410.326,456.942
FBtr0332579,103.534,152.077,81.9144,143.037,146.91,108.059,130.547,122.356
FBtr0070315,1316.22,1437.31,1103.34,1083.58,1283.95,1282.59,1306.92,1166.86
FBtr0070316,215.005,257.343,162.043,66.6328,447.933,438.266,261.83,248.988
FBtr0344155,1343.88,1686.45,1253.81,1595.28,1444.86,1244.09,1295.18,1442.33
FBtr0070317,1589.78,1506.0,977.435,1476.05,1410.92,1293.49,1358.04,1215.64
FBtr0332586,0.000178612,176.417,323.749,0.00653628,0.0240743,0.0180613,0.00456354,133.771
FBtr0070320,14.4132,33.644,0.0,0.0,31.443,34.8758,10.5081,14.9794
FBtr0070318,285.589,385.682,327.047,256.735,171.211,330.011,280.921,318.678
FBtr0070319,236.163,244.339,194.672,298.043,303.912,242.495,265.387,245.708
FBtr0332587,18.9994,0.00047216,0.0319727,0.0,104.553,9.73218e-05,0.0,3.27045
FBtr0332588,58.9626,57.2322,55.0216,37.7434,71.3931,12.8062,36.2723,62.185
FBtr0070321,302.0,470.593,306.524,397.2,340.0,254.0,261.142,356.931
FBtr0070328,95.0732,130.0,164.209,186.504,180.129,240.211,250.156,131.219
FBtr0070330,415.39,405.351,404.863,342.917,317.741,618.29,357.425,439.497
FBtr0344156,137.996,207.514,88.8055,194.146,187.065,194.839,137.122,45.5789
FBtr0070331,301.745,374.731,277.648,286.727,326.925,462.354,343.376,267.761
FBtr0070334,2417.79,1752.72,1777.55,4193.1,1828.8,5416.3,2506.97,2052.33
FBtr0070335,310.97,267.88,339.612,478.8,294.744,1997.3,620.231,430.591
FBtr0070336,16.6681,14.8647,76.3158,31.8409,0.0,141.067,15.4121,40.3161
FBtr0070337,364.594,514.321,439.08,703.21,613.687,618.594,686.066,335.221
FBtr0300254,62.3142,103.092,41.6929,73.2859,48.3669,37.405,119.369,38.3041
FBtr0300255,161.602,116.553,129.085,168.774,117.614,215.239,79.4333,64.7411
FBtr0302435,13.5486,0.0,0.0,12.9968,0.0,34.9509,0.0,0.0
FBtr0070338,237.859,290.479,194.405,324.514,227.904,157.121,155.208,246.358
FBtr0070339,1144.92,1216.8,999.686,1054.71,1207.95,1220.91,1104.23,942.681
FBtr0070340,1156.35,1466.93,1010.02,1020.78,1249.92,1494.09,1087.22,884.548
FBtr0070341,5.66666,16.1298,13.998,3.67044,72.1447,18.9747,0.0,0.0
FBtr0303043,421.923,490.133,326.686,83.371,618.251,564.179,437.119,168.44
FBtr0303044,16.6408,49.5052,52.8571,104.093,129.997,32.9491,0.0,0.0
FBtr0303045,968.978,1173.14,919.231,1100.69,991.484,859.549,1104.09,933.382
FBtr0310288,161.237,268.506,350.685,252.083,106.163,188.664,196.89,153.974
FBtr0310289,215.92,231.463,159.796,306.724,201.103,268.534,254.038,238.64
FBtr0070342,31.4041,11.4702,9.55906,28.7679,33.8277,55.3317,29.7711,19.8221
FBtr0310443,62.3013,20.5298,29.4409,27.2378,18.1723,59.0194,34.2497,9.1779
FBtr0070345,667.039,893.334,645.376,999.899,707.904,764.988,684.225,660.004
FBtr0070343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0070344,2196.69,2269.06,2028.47,370.779,3587.66,3380.02,2222.32,3397.72
FBtr0303048,1264.8,5470.14,3273.57,9844.9,3074.06,2469.66,2445.23,3208.29
FBtr0310657,60.1228,728.065,227.234,1873.31,245.423,91.2271,194.871,82.4878
FBtr0310658,219.637,664.323,423.009,2630.65,492.36,381.348,354.911,663.997
FBtr0310659,41.6741,0.0,0.0,83.4962,0.0,20.8634,0.0,0.0
FBtr0333801,199.792,396.162,183.237,706.445,271.803,305.18,164.429,206.899
FBtr0333802,0.0,59.2429,124.321,175.896,18.5059,55.9762,50.1381,0.0
FBtr0070346,1525.22,1637.39,1306.25,1350.95,1804.34,1963.72,1545.53,1816.18
FBtr0333803,61.7032,65.927,54.9177,65.022,40.8889,98.201,41.1804,70.0713
FBtr0070347,691.524,824.555,511.007,737.311,640.326,706.141,664.289,513.594
FBtr0070349,583.753,754.569,674.597,635.911,708.039,679.584,535.246,543.356
FBtr0070350,535.525,679.043,569.662,527.363,626.21,863.048,539.174,590.556
