"","X","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"2781","FBgn0030653",8.937918151,8.881361227,61.9031281,6.41e-12,2.96e-11,18.24269298
"2856","FBgn0020521",8.745561796,8.739866398,60.99649199,7.2e-12,3.24e-11,18.13349847
"2896","FBgn0001226",11.28545524,11.27939487,60.4155151,7.76e-12,3.44e-11,18.071519
"2900","FBgn0001218",11.20208768,10.97483057,60.37697522,7.8e-12,3.46e-11,18.06662493
"2903","FBgn0026415",8.677124904,8.267484702,60.31676097,7.87e-12,3.48e-11,18.05073469
"2947","FBgn0035142",8.847046387,8.603216474,59.82087355,8.4e-12,3.66e-11,17.99143397
"2955","FBgn0000064",8.793962944,9.174468336,59.77028594,8.45e-12,3.67e-11,17.98485674
"2970","FBgn0030362",9.350994156,8.794446037,59.57231244,8.68e-12,3.75e-11,17.9627594
"3014","FBgn0038180",10.47162789,10.56785348,59.1679137,9.16e-12,3.9e-11,17.91496598
"3016","FBgn0266521",9.18863019,9.102143123,59.14608839,9.18e-12,3.91e-11,17.90924267
"3028","FBgn0027608",8.867977075,8.47079437,59.00172444,9.36e-12,3.97e-11,17.88975549
"3133","FBgn0003888",10.67722706,10.67033324,57.60376486,1.13e-11,4.64e-11,17.71590735
"3152","FBgn0250848",10.53662281,10.77008142,57.42153877,1.16e-11,4.73e-11,17.6918465
"3154","FBgn0032638",8.551482497,8.166085355,57.40813851,1.16e-11,4.73e-11,17.68387676
"3161","FBgn0010300",8.88192316,8.78840101,57.36601578,1.17e-11,4.75e-11,17.68079215
"3202","FBgn0002565",12.41978975,12.06032481,56.84479936,1.26e-11,5.04e-11,17.61811647
"3213","FBgn0031264",8.884352801,9.121617539,56.7461269,1.27e-11,5.09e-11,17.59951194
"3235","FBgn0263773",8.961765488,8.567064518,56.45166206,1.33e-11,5.27e-11,17.560837
"3242","FBgn0010470",9.049795231,8.756310968,56.37915578,1.34e-11,5.31e-11,17.5514674
"3298","FBgn0003065",9.512404412,10.05178164,55.77113318,1.46e-11,5.69e-11,17.47073893
"3355","FBgn0263236",8.908460973,8.990264964,54.96321359,1.64e-11,6.28e-11,17.35918854
"3391","FBgn0037636",9.328566821,9.287783338,54.57500691,1.73e-11,6.57e-11,17.30643237
"3397","FBgn0036677",12.98155487,13.1208447,54.50268164,1.75e-11,6.62e-11,17.29890245
"3432","FBgn0022355",9.96626615,10.26560929,54.06072612,1.87e-11,6.99e-11,17.23520376
"3447","FBgn0003435",9.014773514,9.119414758,53.9073257,1.91e-11,7.12e-11,17.21227535
"3531","FBgn0040942",8.678895051,8.386982894,52.88525033,2.22e-11,8.09e-11,17.06510394
"3539","FBgn0031971",9.103275805,8.832941098,52.77041958,2.26e-11,8.21e-11,17.04970447
"3552","FBgn0000568",8.808414398,8.791039541,52.63362081,2.31e-11,8.34e-11,17.02911787
"3587","FBgn0010113",8.656840381,8.53166861,52.25443966,2.44e-11,8.75e-11,16.97315436
"3641","FBgn0053978",8.720373714,8.601099397,51.7374635,2.64e-11,9.32e-11,16.89703119
"3661","FBgn0086906",8.584512997,8.955561943,51.52993052,2.73e-11,9.57e-11,16.86561928
"3796","FBgn0001227",8.755201663,8.74835931,50.36335309,3.27e-11,1.11e-10,16.68938388
"3837","FBgn0010226",8.886484897,9.252937698,49.97996367,3.47e-11,1.16e-10,16.6303685
"3842","FBgn0002564",10.71693187,8.945535152,49.94864773,3.49e-11,1.17e-10,16.6266767
"3844","FBgn0026077",9.923349166,9.723737438,49.94195158,3.49e-11,1.17e-10,16.62514851
"3845","FBgn0003721",9.000389112,9.376367048,49.93168988,3.5e-11,1.17e-10,16.62301341
"3852","FBgn0001311",8.908600103,8.866089038,49.86305289,3.54e-11,1.18e-10,16.61221589
"3865","FBgn0264490",8.564277901,8.633917039,49.69090389,3.64e-11,1.21e-10,16.584676
"3950","FBgn0040732",8.950688925,8.31791326,49.03519032,4.04e-11,1.31e-10,16.48194109
"3953","FBgn0003360",9.207513308,9.36666242,49.00753372,4.06e-11,1.32e-10,16.47770476
"4052","FBgn0024294",9.166152903,8.699710428,48.10037834,4.7e-11,1.49e-10,16.33154225
"4068","FBgn0260634",8.74864164,8.824859924,47.90789898,4.85e-11,1.53e-10,16.29990213
"4136","FBgn0031097",9.761434076,9.016703894,47.27183371,5.39e-11,1.67e-10,16.19511222
"4304","FBgn0025456",8.976075224,8.437909491,45.76923101,6.96e-11,2.08e-10,15.94003787
"4343","FBgn0013276",12.69086871,12.79415082,45.46479775,7.33e-11,2.17e-10,15.88639628
"4482","FBgn0001224",12.11755981,11.72511942,44.25809536,9.07e-11,2.6e-10,15.67172487
"4573","FBgn0004589",8.611455319,4.125477497,43.58015669,1.02e-10,2.88e-10,15.55046968
"4577","FBgn0024989",9.165149438,8.669464356,43.51995384,1.04e-10,2.91e-10,15.53863716
"4585","FBgn0262720",10.97590813,11.23886752,43.44925906,1.05e-10,2.94e-10,15.52440843
"4601","FBgn0261341",10.7041785,10.23257362,43.32321382,1.07e-10,3e-10,15.50132184
"4663","FBgn0260653",9.9821257,9.3505001,42.84362659,1.17e-10,3.23e-10,15.41256363
"4697","FBgn0004588",8.81769992,4.257511684,42.56727139,1.23e-10,3.37e-10,15.36163414
"4777","FBgn0031907",8.982729211,8.479896892,41.89602768,1.4e-10,3.76e-10,15.23346203
"4811","FBgn0010052",8.516610595,7.162807783,41.5658433,1.49e-10,3.97e-10,15.17103751
"4955","FBgn0003067",9.742073948,9.513165585,40.41539126,1.86e-10,4.81e-10,14.94176344
"4956","FBgn0266488",9.74206043,9.513160918,40.41513638,1.86e-10,4.81e-10,14.9417123
"5059","FBgn0027341",8.562245327,8.195800172,39.52291837,2.21e-10,5.62e-10,14.76299215
"5129","FBgn0029170",10.05029391,10.57378992,38.89399842,2.51e-10,6.29e-10,14.62917672
"5196","FBgn0029128",9.476273413,9.292981104,38.22635234,2.88e-10,7.11e-10,14.488427
"5201","FBgn0032773",9.984688602,8.540458355,38.20584392,2.89e-10,7.14e-10,14.48338768
"5208","FBgn0013278",11.9531806,12.07816627,38.16380542,2.92e-10,7.19e-10,14.47157201
"5220","FBgn0051354",11.15345069,11.29237605,38.07607257,2.97e-10,7.3e-10,14.45345502
"5247","FBgn0001225",11.32321617,11.25603198,37.86538696,3.1e-10,7.59e-10,14.40771687
"5270","FBgn0263106",10.03623964,10.10360226,37.65236929,3.24e-10,7.9e-10,14.36377312
"5310","FBgn0004590",9.34381261,4.716612761,37.40850652,3.41e-10,8.26e-10,14.31144646
"5342","FBgn0004594",8.906259714,4.285523419,37.0532833,3.68e-10,8.85e-10,14.23421327
"5440","FBgn0042098",9.181040256,9.354320831,36.25200451,4.37e-10,1.03e-09,14.05359392
"5593","FBgn0034468",9.62371253,9.923369821,34.9504792,5.83e-10,1.34e-09,13.75092403
"5609","FBgn0004591",8.910298771,4.564191635,34.84297116,5.97e-10,1.37e-09,13.72718193
"5637","FBgn0001230",11.01386125,11.04140361,34.62193678,6.28e-10,1.43e-09,13.66956171
"5746","FBgn0038492",9.301111941,8.868986218,33.73619671,7.7e-10,1.72e-09,13.45825211
"5809","FBgn0004593",8.58171582,4.115314386,33.20434772,8.72e-10,1.93e-09,13.32987997
"5823","FBgn0000210",8.516196909,7.186834439,33.09673396,8.95e-10,1.97e-09,13.30357747
"5886","FBgn0039704",8.845451751,8.623737282,32.56495161,1.02e-09,2.22e-09,13.16593343
"5969","FBgn0263132",9.099590219,8.966797712,31.9458942,1.18e-09,2.54e-09,13.00451653
"6005","FBgn0263006",8.897046268,9.359316738,31.64387033,1.27e-09,2.72e-09,12.92610246
"6025","FBgn0013279",10.42733699,10.52423933,31.48575424,1.32e-09,2.83e-09,12.87989503
"6028","FBgn0002773",8.996030649,10.02438301,31.43236791,1.34e-09,2.86e-09,12.86948897
"6036","FBgn0013275",9.656529845,9.656581645,31.29721995,1.39e-09,2.96e-09,12.83161559
"6122","FBgn0001223",9.768951912,9.801391882,30.60935526,1.65e-09,3.47e-09,12.64513366
"6153","FBgn0037992",9.162113731,8.308507595,30.41455172,1.74e-09,3.63e-09,12.59301158
"6235","FBgn0039795",10.05705535,9.83462043,29.75886331,2.06e-09,4.25e-09,12.40772067
"6267","FBgn0001090",11.77480422,12.34038379,29.50875938,2.21e-09,4.52e-09,12.33197022
"6320","FBgn0000639",13.25937276,10.48076496,29.09156208,2.47e-09,5.01e-09,12.21403989
"6402","FBgn0001253",8.601819826,8.034391502,28.34513223,3.02e-09,6.07e-09,12.00425081
"6408","FBgn0038017",9.068189987,7.853158277,28.32303556,3.04e-09,6.1e-09,11.99390685
"6432","FBgn0000451",10.22989246,9.378285207,28.14000022,3.2e-09,6.4e-09,11.93580059
"6462","FBgn0031957",9.478856754,8.709399102,27.90385051,3.42e-09,6.8e-09,11.86669365
"6488","FBgn0267727",9.267426255,9.564098403,27.72523638,3.6e-09,7.12e-09,11.81301411
"6645","FBgn0035497",8.784269645,8.99707772,26.44893813,5.21e-09,1.01e-08,11.41705731
"6705","FBgn0037416",9.392596212,8.664241921,26.05022116,5.86e-09,1.12e-08,11.28511933
"6817","FBgn0033158",10.45431428,9.832001555,25.2464005,7.5e-09,1.41e-08,11.01567855
"6848","FBgn0039685",9.519101026,9.182032237,25.04383483,7.98e-09,1.5e-08,10.95032837
"6865","FBgn0264695",9.13457533,10.30551977,24.90479271,8.34e-09,1.56e-08,10.90428697
"6918","FBgn0000047",8.948983177,9.656072984,24.51901773,9.42e-09,1.75e-08,10.77265881
"7173","FBgn0035915",9.585280316,9.971070102,22.4514238,1.88e-08,3.36e-08,10.01973089
"7179","FBgn0038762",10.01824084,10.40392648,22.39176923,1.92e-08,3.43e-08,9.995654622
"7184","FBgn0036612",8.902704218,7.904107476,22.3137099,1.97e-08,3.52e-08,9.970375715
"7239","FBgn0052354",9.029405396,8.70098436,21.93166694,2.25e-08,4e-08,9.822110104
"7250","FBgn0000615",8.551004453,8.8071171,21.81518089,2.35e-08,4.16e-08,9.781989325
"7284","FBgn0086708",8.689010748,8.733410185,21.50546129,2.63e-08,4.63e-08,9.657952844
"7361","FBgn0061197",8.576403339,8.832782394,20.96189063,3.21e-08,5.59e-08,9.441045215
"7393","FBgn0003889",8.562870284,8.881798581,20.68647699,3.55e-08,6.17e-08,9.328370531
"7410","FBgn0033868",8.894084298,9.295299997,20.48045961,3.84e-08,6.66e-08,9.238667272
"7421","FBgn0036617",9.989814188,10.65156214,20.39302314,3.97e-08,6.87e-08,9.197405985
"7465","FBgn0259795",9.056809634,9.465045408,19.94771969,4.72e-08,8.12e-08,9.012261431
"7489","FBgn0052064",8.77962935,9.122834373,19.8134685,4.97e-08,8.53e-08,8.956973301
"7507","FBgn0033942",8.602934309,7.4898728,19.67108215,5.26e-08,9e-08,8.897780203
"7552","FBgn0004865",8.839697161,8.778475103,19.32751147,6.03e-08,1.03e-07,8.744230802
"7558","FBgn0045770",8.616256882,8.937840456,19.25476326,6.21e-08,1.05e-07,8.714850388
"7600","FBgn0000640",9.747808204,8.466101171,18.94098283,7.05e-08,1.19e-07,8.567051234
"7639","FBgn0038005",-3.960699603,-4.0639866,-18.53270143,8.35e-08,1.4e-07,8.566787528
"7694","FBgn0037414",11.71373243,10.60745611,18.20031153,9.61e-08,1.6e-07,8.218277393
"7791","FBgn0032685",8.590908691,7.827284215,17.61934737,1.24e-07,2.04e-07,7.957314286
"7953","FBgn0066365",9.469941126,8.021805721,16.50772799,2.04e-07,3.3e-07,7.393783204
"8000","FBgn0001256",9.27274317,7.87553709,16.22981363,2.33e-07,3.74e-07,7.249753322
"8081","FBgn0052704",-3.595167636,-3.603383103,-15.68771404,3.03e-07,4.81e-07,7.483585055
"8308","FBgn0037501",-3.961448245,-3.819066848,-14.32622738,6.08e-07,9.4e-07,6.830444451
"8336","FBgn0050468",-3.961467545,-3.819066848,-14.2246788,6.42e-07,9.89e-07,6.780312212
"8345","FBgn0031619",8.890369767,6.166233766,14.17065051,6.61e-07,1.02e-06,6.098754794
"8375","FBgn0265725",-2.760423923,-3.033836128,-14.02677717,7.14e-07,1.1e-06,6.718971539
"8423","FBgn0028866",-3.47731503,-3.08103979,-13.78809452,8.14e-07,1.24e-06,6.575619242
"8514","FBgn0038482",-3.287226186,-3.329227344,-13.31995965,1.06e-06,1.6e-06,6.329854493
"8567","FBgn0264330",-3.47307889,-3.283906084,-13.0682987,1.23e-06,1.84e-06,6.187095096
"8599","FBgn0050101",8.524931602,9.691902208,12.91447248,1.34e-06,2e-06,5.319771844
"8607","FBgn0040385",-3.472563995,-3.634825449,-12.88033639,1.37e-06,2.04e-06,6.081405188
"8630","FBgn0041232",-3.476513175,-3.132585211,-12.7951145,1.44e-06,2.14e-06,6.032883525
"8632","FBgn0033594",-2.668437523,-2.261771006,-12.78552817,1.45e-06,2.15e-06,6.035874017
"8659","FBgn0052249",-3.254013264,-3.713067234,-12.67608173,1.54e-06,2.29e-06,5.967250385
"8661","FBgn0053643",-3.530637355,-3.254670076,-12.67168701,1.55e-06,2.3e-06,5.9609983
"8725","FBgn0052102",-3.473112313,-3.54270475,-12.40834797,1.82e-06,2.67e-06,5.807820639
"8752","FBgn0085326",-2.951783327,-3.223227731,-12.29621162,1.94e-06,2.85e-06,5.744182071
"8791","FBgn0053461",-3.355277157,-3.482026397,-12.17306123,2.1e-06,3.07e-06,5.667746175
"8811","FBgn0266047",-2.832837027,-3.056549764,-12.12739716,2.16e-06,3.15e-06,5.641137354
"8852","FBgn0261292",-3.466714988,-3.276582853,-11.99719956,2.34e-06,3.4e-06,5.55951229
"8859","FBgn0038873",-3.375758281,-3.589504189,-11.98155422,2.37e-06,3.43e-06,5.550294593
"8907","FBgn0026385",-2.909422049,-3.447316249,-11.77477848,2.7e-06,3.89e-06,5.42057884
"8945","FBgn0032057",-3.257957713,-3.010295319,-11.61096115,3e-06,4.3e-06,5.317101921
"8957","FBgn0053263",-3.562082428,-3.528817901,-11.59539903,3.03e-06,4.34e-06,5.307241879
"8977","FBgn0033154",10.73841215,11.40182635,11.4976219,3.23e-06,4.62e-06,4.329489412
"8984","FBgn0034769",-3.291236901,-3.528825836,-11.47533425,3.27e-06,4.68e-06,5.229634891
"9007","FBgn0050125",-3.168639464,-3.187039403,-11.38499923,3.47e-06,4.95e-06,5.170049037
"9067","FBgn0053965",-3.476533325,-3.417828864,-11.19293038,3.95e-06,5.59e-06,5.044775761
"9115","FBgn0043535",-3.245069235,-3.286940726,-10.99534393,4.51e-06,6.36e-06,4.910112893
"9122","FBgn0033145",-3.532924396,-3.659367094,-10.97380209,4.58e-06,6.44e-06,4.897848862
"9146","FBgn0027527",10.02416719,7.995510306,10.90583648,4.79e-06,6.73e-06,3.893407774
"9183","FBgn0264989",-3.06094188,-2.955705523,-10.77829158,5.23e-06,7.32e-06,4.758246449
"9184","FBgn0264990",-3.06094188,-2.955705523,-10.77829158,5.23e-06,7.32e-06,4.758246449
"9203","FBgn0051017",-3.652753831,-3.524079855,-10.72094424,5.45e-06,7.6e-06,4.72518903
"9223","FBgn0036796",-2.867404232,-3.071906857,-10.64602253,5.74e-06,7.99e-06,4.661768226
"9239","FBgn0051613",-2.872995948,-2.796108643,-10.5922562,5.96e-06,8.27e-06,4.62360418
"9240","FBgn0053803",-2.872995948,-2.796108643,-10.5922562,5.96e-06,8.27e-06,4.62360418
"9241","FBgn0053806",-2.872995948,-2.796108643,-10.5922562,5.96e-06,8.27e-06,4.62360418
"9242","FBgn0053809",-2.872995948,-2.796108643,-10.5922562,5.96e-06,8.27e-06,4.62360418
"9243","FBgn0053812",-2.872995948,-2.796108643,-10.5922562,5.96e-06,8.27e-06,4.62360418
"9244","FBgn0053815",-2.872995948,-2.796108643,-10.5922562,5.96e-06,8.27e-06,4.62360418
"9245","FBgn0053833",-2.872995948,-2.796108643,-10.5922562,5.96e-06,8.27e-06,4.62360418
"9246","FBgn0053836",-2.872995948,-2.796108643,-10.5922562,5.96e-06,8.27e-06,4.62360418
"9247","FBgn0053839",-2.872995948,-2.796108643,-10.5922562,5.96e-06,8.27e-06,4.62360418
"9248","FBgn0053842",-2.872995948,-2.796108643,-10.5922562,5.96e-06,8.27e-06,4.62360418
"9249","FBgn0053845",-2.872995948,-2.796108643,-10.5922562,5.96e-06,8.27e-06,4.62360418
"9250","FBgn0053848",-2.872995948,-2.796108643,-10.5922562,5.96e-06,8.27e-06,4.62360418
"9251","FBgn0053851",-2.872995948,-2.796108643,-10.5922562,5.96e-06,8.27e-06,4.62360418
"9252","FBgn0053854",-2.872995948,-2.796108643,-10.5922562,5.96e-06,8.27e-06,4.62360418
"9253","FBgn0053857",-2.872995948,-2.796108643,-10.5922562,5.96e-06,8.27e-06,4.62360418
"9254","FBgn0053860",-2.872995948,-2.796108643,-10.5922562,5.96e-06,8.27e-06,4.62360418
"9255","FBgn0053863",-2.872995948,-2.796108643,-10.5922562,5.96e-06,8.27e-06,4.62360418
"9256","FBgn0053866",-2.872995948,-2.796108643,-10.5922562,5.96e-06,8.27e-06,4.62360418
"9258","FBgn0052834",-3.467898448,-3.376026783,-10.58915893,5.97e-06,8.29e-06,4.630989661
"9262","FBgn0085280",-3.253181366,-3.466880865,-10.57102733,6.05e-06,8.39e-06,4.615248715
"9274","FBgn0035694",-2.864703953,-2.698415961,-10.53766097,6.19e-06,8.58e-06,4.584489774
"9328","FBgn0039441",-2.943941189,-2.511854031,-10.38286941,6.91e-06,9.52e-06,4.474262796
"9350","FBgn0052523",-2.940413697,-3.370390797,-10.31030027,7.28e-06,1e-05,4.421408347
"9355","FBgn0037584",-3.467898448,-3.492637509,-10.30232831,7.33e-06,1.01e-05,4.425521559
"9366","FBgn0041242",-3.058086065,-3.080789579,-10.26059584,7.55e-06,1.04e-05,4.38758999
"9395","FBgn0025645",-3.263296302,-3.27002717,-10.16533422,8.09e-06,1.11e-05,4.321333971
"9397","FBgn0083141",-3.309893444,-2.887879622,-10.14346742,8.22e-06,1.12e-05,4.30611513
"9417","FBgn0053632",-2.791879941,-2.59684829,-10.10915516,8.43e-06,1.15e-05,4.268780061
"9419","FBgn0034884",-3.317259965,-3.08103979,-10.10663618,8.45e-06,1.15e-05,4.278790783
"9442","FBgn0033043",-3.473880744,-3.233838843,-9.991098595,9.2e-06,1.25e-05,4.195717371
"9443","FBgn0034096",-3.172291278,-3.519710833,-9.989966911,9.2e-06,1.25e-05,4.188693509
"9456","FBgn0265139",-2.615421581,-3.048222474,-9.945837154,9.51e-06,1.29e-05,4.140492694
"9467","FBgn0032888",-2.907554105,-2.894263574,-9.887496528,9.93e-06,1.35e-05,4.10404521
"9486","FBgn0050053",-2.555544951,-2.330332533,-9.81644979,1.05e-05,1.42e-05,4.039197639
"9509","FBgn0040923",-2.628156312,-2.971093541,-9.753263773,1.1e-05,1.48e-05,3.992491739
"9513","FBgn0262009",-3.447370571,-2.589669511,-9.728202519,1.12e-05,1.51e-05,3.995170511
"9523","FBgn0030375",-3.355290592,-3.36066969,-9.707450585,1.14e-05,1.53e-05,3.976962573
"9542","FBgn0035313",-3.195256203,-3.202396497,-9.640665584,1.2e-05,1.61e-05,3.920908315
"9569","FBgn0036861",-3.405716717,-3.604721919,-9.556549781,1.28e-05,1.71e-05,3.860818303
"9577","FBgn0037591",-2.960578474,-3.026585597,-9.519977714,1.31e-05,1.76e-05,3.81929166
"9609","FBgn0036638",-2.77875461,-2.654673152,-9.451341687,1.38e-05,1.85e-05,3.758548641
"9616","FBgn0035619",-2.614905401,-2.390080032,-9.431875552,1.41e-05,1.88e-05,3.737360063
"9625","FBgn0031900",-2.57053216,-2.451145998,-9.389855728,1.45e-05,1.94e-05,3.701965934
"9634","FBgn0053349",-3.341241649,-2.704564386,-9.372319533,1.47e-05,1.96e-05,3.712934825
"9645","FBgn0039666",-3.028225242,-3.325069537,-9.347699594,1.5e-05,2e-05,3.6839187
"9648","FBgn0267255",-3.748197291,-3.422826223,-9.334624163,1.52e-05,2.02e-05,3.693162325
"9686","FBgn0037590",-3.067932424,-3.08103979,-9.193024477,1.7e-05,2.25e-05,3.559070491
"9688","FBgn0262855",-3.009640887,-1.516298989,-9.188346517,1.7e-05,2.26e-05,3.553124244
"9705","FBgn0032082",-2.960578474,-2.84820933,-9.150593302,1.75e-05,2.32e-05,3.520497062
"9711","FBgn0035785",-3.472584145,-2.768779159,-9.111696283,1.81e-05,2.39e-05,3.504926854
"9723","FBgn0001120",-2.601286959,-2.98417311,-9.098006681,1.83e-05,2.42e-05,3.463594443
"9745","FBgn0034255",-2.507113236,-2.51827733,-9.036461755,1.92e-05,2.53e-05,3.408492907
"9770","FBgn0034660",-3.781200152,-3.528825836,-8.954795863,2.05e-05,2.7e-05,3.383790998
"9791","FBgn0037419",9.232302851,8.543861868,8.888363317,2.17e-05,2.84e-05,2.221065026
"9793","FBgn0031472",-3.353964627,-3.339838456,-8.87489937,2.19e-05,2.88e-05,3.303739956
"9799","FBgn0038204",-2.733953094,-2.403958946,-8.850091004,2.24e-05,2.93e-05,3.259870994
"9801","FBgn0037411",10.0760561,8.574118009,8.845174475,2.25e-05,2.94e-05,2.178293051
"9824","FBgn0038531",-2.843580361,-2.722905988,-8.772339703,2.38e-05,3.12e-05,3.197902736
"9839","FBgn0035563",-2.960578474,-2.547207378,-8.718608347,2.49e-05,3.26e-05,3.15600428
"9845","FBgn0036229",-2.975630629,-2.672474663,-8.699218254,2.53e-05,3.31e-05,3.139952795
"9855","FBgn0262008",-3.180417516,-3.010141315,-8.686279131,2.56e-05,3.34e-05,3.136862314
"9865","FBgn0030338",-3.067200192,-3.173160489,-8.643030545,2.66e-05,3.46e-05,3.094782805
"9871","FBgn0034047",-3.090426484,-3.478290327,-8.628970852,2.69e-05,3.5e-05,3.083741251
"9891","FBgn0053289",-2.775231694,-2.579022741,-8.56061151,2.85e-05,3.7e-05,3.010726652
"9894","FBgn0051659",-2.581518608,-2.977232911,-8.554675871,2.86e-05,3.71e-05,2.997175169
"9940","FBgn0034712",-2.509676924,-2.595913295,-8.440006546,3.15e-05,4.07e-05,2.89207312
"9943","FBgn0051219",-3.499764588,-3.03814846,-8.427035923,3.19e-05,4.12e-05,2.92124745
"9947","FBgn0034730",-2.510099584,-1.567807071,-8.419244261,3.21e-05,4.14e-05,2.873205879
"9959","FBgn0053500",-2.959068014,-3.249519329,-8.376432436,3.33e-05,4.29e-05,2.855497179
"9964","FBgn0085230",-3.248517626,-3.401833143,-8.361094142,3.37e-05,4.35e-05,2.853355812
"9973","FBgn0262538",-2.94157,-2.363341439,-8.324814439,3.48e-05,4.48e-05,2.808009272
"10008","FBgn0042137",-2.954945481,-2.754650922,-8.198144074,3.89e-05,4.99e-05,2.693672369
"10013","FBgn0035789",-3.329308315,-3.028504093,-8.19216544,3.91e-05,5.01e-05,2.704442048
"10015","FBgn0267104",-2.868216721,-2.383024063,-8.189974069,3.91e-05,5.02e-05,2.682126479
"10017","FBgn0053644",-2.90869293,-2.760475582,-8.187527116,3.92e-05,5.03e-05,2.681674653
"10027","FBgn0031032",-2.602415797,-2.509428582,-8.168210181,3.99e-05,5.11e-05,2.649914063
"10030","FBgn0051439",-2.572376134,-3.029765423,-8.163177395,4.01e-05,5.13e-05,2.64351835
"10036","FBgn0037436",-3.07387715,-3.283906084,-8.141411046,4.08e-05,5.23e-05,2.647075684
"10037","FBgn0262000",-2.563938809,-2.340773421,-8.137754571,4.1e-05,5.24e-05,2.619808914
"10060","FBgn0261290",-3.347837751,-3.144512656,-8.070011577,4.35e-05,5.55e-05,2.593218065
"10079","FBgn0261848",-3.026371307,-3.044257624,-8.021433964,4.54e-05,5.79e-05,2.534072225
"10084","FBgn0053775",-3.427751624,-3.564799947,-7.99502274,4.65e-05,5.92e-05,2.527031556
"10087","FBgn0261293",-3.265384293,-3.386637895,-7.989130486,4.67e-05,5.95e-05,2.514256677
"10099","FBgn0039311",-3.143839392,-2.859457942,-7.950905369,4.84e-05,6.15e-05,2.47378494
"10132","FBgn0040257",-3.380991824,-2.99532145,-7.835543108,5.37e-05,6.8e-05,2.375278478
"10137","FBgn0030551",-3.252271207,-2.996894013,-7.82321052,5.43e-05,6.88e-05,2.357899608
"10145","FBgn0036232",-3.266735964,-3.362147869,-7.800883095,5.54e-05,7.01e-05,2.336997921
"10166","FBgn0051131",-3.248241445,-2.870557795,-7.743735067,5.83e-05,7.37e-05,2.281645364
"10167","FBgn0051253",-3.248241445,-2.870557795,-7.743735067,5.83e-05,7.37e-05,2.281645364
"10172","FBgn0053645",-3.096615485,-2.786640971,-7.728673749,5.91e-05,7.47e-05,2.260397703
"10176","FBgn0031181",-2.954959341,-2.811630012,-7.722425523,5.95e-05,7.51e-05,2.247502902
"10203","FBgn0050488",-2.920133215,-2.585294348,-7.61951085,6.54e-05,8.23e-05,2.145874835
"10207","FBgn0003980",-2.677494315,-2.898276571,-7.609332832,6.6e-05,8.31e-05,2.123753092
"10222","FBgn0039053",-3.190548141,-3.289771215,-7.563281161,6.89e-05,8.66e-05,2.104400156
"10246","FBgn0031718",-2.768721809,-2.847157479,-7.498504599,7.32e-05,9.18e-05,2.019565838
"10261","FBgn0259233",8.908573436,8.755616985,7.457793262,7.61e-05,9.52e-05,0.832153376
"10287","FBgn0028949",-3.351820952,-3.038410175,-7.385070907,8.15e-05,0.000101765,1.936311892
"10294","FBgn0259831",-2.731121446,-2.262256089,-7.348081965,8.44e-05,0.000105339,1.867422797
"10302","FBgn0038732",-2.970442096,-2.775152692,-7.327019522,8.61e-05,0.000107394,1.858665621
"10314","FBgn0265267",-3.374973531,-3.249195936,-7.287149282,8.95e-05,0.000111444,1.839682723
"10316","FBgn0259972",-2.909124287,-2.727880753,-7.285825403,8.96e-05,0.000111564,1.814394858
"10319","FBgn0054041",-2.960578474,-2.940756358,-7.281657086,9e-05,0.000111978,1.812552886
"10328","FBgn0054033",-3.231285922,-2.736445403,-7.247310021,9.3e-05,0.000115638,1.791449977
"10330","FBgn0083979",-3.345762104,-2.976958672,-7.242889771,9.34e-05,0.00011611,1.793468144
"10348","FBgn0035382",-3.376641033,-3.170692033,-7.18927321,9.83e-05,0.000122074,1.740521932
"10386","FBgn0038440",-3.354465451,-2.94683266,-7.089548365,0.000108373,0.000134043,1.636780057
"10388","FBgn0262571",-2.97585378,-2.577823006,-7.083861456,0.000108979,0.000134766,1.611634118
"10392","FBgn0259958",-2.783843577,-2.530022919,-7.076950786,0.00010972,0.00013563,1.593085906
"10398","FBgn0025644",-2.908583031,-2.998994233,-7.06505149,0.00011101,0.000137145,1.588172941
"10411","FBgn0051300",-2.511147673,-2.071205175,-7.016488445,0.000116449,0.000143685,1.514530207
"10416","FBgn0052271",-2.828060637,-3.136872674,-7.004550171,0.000117831,0.00014532,1.519987556
"10420","FBgn0004428",-2.664809503,-2.690730444,-7.001184045,0.000118223,0.000145748,1.507008583
"10425","FBgn0262856",-2.594969818,-3.055339758,-6.9874076,0.000119847,0.000147679,1.489215325
"10441","FBgn0014949",-2.75912949,-2.468645942,-6.960527342,0.000123086,0.000151437,1.470831397
"10442","FBgn0036937",-2.872305403,-2.435721606,-6.959298658,0.000123236,0.000151608,1.475005882
"10468","FBgn0037996",-2.944100255,-2.936383394,-6.88240251,0.000133063,0.000163291,1.398198384
"10472","FBgn0036750",-2.871425842,-2.184700611,-6.877232733,0.000133755,0.000164077,1.388591328
"10478","FBgn0002561",-2.887241302,-3.132585211,-6.828658776,0.000140447,0.000172188,1.338307907
"10488","FBgn0259179",-2.772262899,-2.012478053,-6.805632709,0.000143748,0.000176067,1.306589746
"10495","FBgn0040941",-2.615350417,-2.510146092,-6.790133923,0.000146019,0.000178729,1.281486209
"10519","FBgn0029827",-2.761769406,-3.374560622,-6.732854266,0.000154761,0.000188997,1.228234768
